Reviews,Sentiment,NormalizedReviews
aaj nasir kazmi ki 41th barsi manai jrhi hy ,-1,aaj nasir kazmi ki 41th barsi manai jrhi hy 
pipeline bechany me22 mah lag ,-1,pipeline bechany me22 mah lag 
l0g 0r to0t jate hain har lafz ko apni dastaan samjh kar ,-1,l0g 0r to0t jati hy har lafz ko apni dastaan samjh kr 
meri mohabbat ki qaid main zamanat nahi h0ti ,-1,meri mohabbat ki qaid main zamanat nahi h0ti 
par 6 9 shiddat ka zalzala ,-1,par 6 9 shiddat ka zalzala 
is y behtr teri aza bhi nhe ,-1,is yeh behtar teri aza bhi nhe 
ki qasmein khaye us par ,-1,ki qasmein khaye us par 
aitmaad na karo ,-1,aitmaad ny karo 
kisi roz jo meri gali se ishq ka janaza nikle ,-1,kisi roz jo meri gaali se ishq ka janaza nikle 
lykin jhootay insan ka sach sirf aag laganey k liye hota hai ,-1,lykin jhootay insan ka sach sirf aag laganey k liye hota hy 
jo is ko jaan leta hai ye uski jaan leta hay ,-1,jo is ko jaan leta hy yeh uski jaan leta hy 
dil nay to had hi kar di ,-1,dil ny to had hy kr di 
teesra toot ke karli gud nite ,-1,teesra toot ke karli gud nite 
dushman bi thy aur pusht par dost bi ,-1,dushman bi thay aur pusht par dost bi 
teer pehla kis ny mara ye kahani phir sahi  ,-1,teer pehla kiss ny mara yeh kahani phr sahi  
bewafa tum nahi to hum hon gy ,-1,bewafa tum nahi to hum ho gye 
takia kahin zulf kahin or wo khud kahin ,-1,takia kahin zulf kahin aur wo khud kahin 
apnon ki saazishoo n se pareshan zindagi ,-1,apnon ki saazishoo ny se pareshan zindagi 
wo ek shakhs jo mar gya tanhaiyo k khuf se ,-1,wo ek shakhs jo maar gya tanhaiyo k khuf se 
phir mohabat se inkaar karna ,-1,phr mohabbat se inkar karna 
mari kay qareeb dhamaka aik shaks janbahaq 10 afrad zakhmi ,-1,mari kay qareeb dhamakay aik shaks janbahaq 10 afrad zakhmi 
dekhun to aik shkhs b mera nhi bana ,-1,dekhun to aik shkhs bhi mera nhi bana 
itna tere baghair pareshaan raha h0n main ,-1,itna tere baghair pareshan rha h0n main 
mai uski sard mehri per mhbt maar aya hun ,-1,mai uski sard mehri par mhbt maar aya hun 
aaj bhi bazaar me bikti hain nazuk titliyaan ,-1,aaj bhi bezar main bikti hy nazuq titliyaan 
qabzay mein rakta hai ,-1,qabzay main rakta hy 
tum siyah rang jo pehno gy to yaad aaon ga ,-1,tum siyah rang jo pehno gye to yaad aaon ga 
main hath jorta hon to wo paon parr jata hai ,-1,main hath jorta ho to wo paon parr jata hy 
phir tera ghuroor tootay ga ,-1,phr tera ghuroor tootay ga 
ghairo ka kiya apno ka b sahara na hoga ,-1,ghairo ka kya apno ka bhi sahara ny hoga 
apne dukh se pyar karna duniya ka dastor he ,-1,apne dukh se pyar karna duniya ka dastor hy 
jisko jitna chaho ge use utna hi d0or pao ge ,-1,jisko jitna chaho gi use utna hy d0or pao gi 
bhool jao mujhe me ny tm sy piyar sekha tha kisi or k lia ,-1,bhool jao mujhe main ny tm say piyar sekha tha kisi aur k lia 
mujhe nakaam hone se zara pehle utha ,-1,mujhe nakaam hone se zara pehle utha 
is bar dehshat gardi ka nahi awara gardi ka khatra hy ,-1,is bar dehshat gardi ka nahi awara gardi ka khatra hy 
me tanha aur tanha aur tahna hota ja raha hoon ,-1,main tanha aur tanha aur tahna hota ja rha hun 
dekho to sahi mery dard ka elaa ,-1,dekho to sahi mery dard ka elaa 
na he koi khawab ,-1,ny hy koi khawab 
bs ik la mahdood udaasi hai be intaha chahat k sath ,-1,bs ik la mahdood udaasi hy be intaha chahat k sath 
logon k mizaj badaltey hain mausom ki trha ,-1,logon k mizaj badaltey hy mausom ki trha 
nahi poncha sakta siwaye tauba kay ,-1,nahi poncha sakta siwaye tauba kay 
me inkar k siwa kuch b nhi ,-1,main inkar k siwa kuch bhi nhi 
kia mila tujhy is dunia sy ,-1,kia mila tujhy is dunia say 
apno ny he dafna dia tujhy ,-1,apno ny hy dafna dia tujhy 
ham dil sy gay dil ham sy gya yeh bat kahan tak ja pohanchi ,-1,hum dil say gye dil hum say gya yeh bat kahan tak ja pohanchi 
bilkul meri trahha m m he usy bhi log moj masti k bad tanha chor jaty hain,-1,bilkul meri trahha m m hy usy bhi log moj masti k bad tanha chor jaty hy
keh hasil kuch nhi hota ksi ko azmaany se ,-1,keh hasil kuch nhi hota ksi ko azmaany se 
kon dekhta hai aadhi raat tak kisi k dil ka tarapna ,-1,kon dekhta hy aadhi raat tak kisi k dil ka tarapna 
tum kon ho or tumara bura waqt tum ko batata hai k duniya kiya hai ,-1,tum kon ho aur tumara bura waqt tum ko batata hy k duniya kya hy 
ager tum meherban hotey to humara hall kya hota ,-1,ager tum meherban hotay to humara hall kya hota 
ap burey hun aur log ap ko acha samjain ,-1,ap burey hun aur log ap ko acha samjain 
iski mojdgi mehsus ni hoti ,-1,iski mojdgi mehsus nai hoti 
pr is ki ghair mojudgi tmam chezon ko be zaika bna deti hy,-1,pr is ki ghair mojudgi tmam chezon ko be zaika bna deti hy
or bad qismati ye hai k allah ki 1 nhi manty ,-1,aur bad qismati yeh hy k allah ki 1 nhi manty 
larkiyan is lea chhupati hain take hum chotti lagen ,-1,larkiyan is lea chhupati hy take hum chotti lagen 
or larke is lea k kahen kuch khelana pelana na par jae ,-1,aur larke is lea k kahen kuch khelana pelana ny par jae 
pehlay pagal kiya aur phir mujhay pathar maaray ,-1,pehlay pagal kya aur phr mujhe pathar maaray 
munsif ho to ab hashr utha kiun nahi dete ,-1,munsif ho to ab hashr utha kiun nahi dete 
bohat ehtajaj krengy ,-1,bohat ehtajaj krengy 
nasha heroin charas alcohol jan leva hy ,-1,nasha heroin charas alcohol jaan leva hy 
elaj zindage hy ,-1,elaj zindage hy 
agar kisi ko governor raaj lagana hai to laga le nisar khoro ppp ,-1,agar kisi ko governor raaj lagana hy to laga lye nisar khoro ppp 
washroom ya chat leakege ,-1,washroom yeh chahat leakege 
chat ki tapish ka khatma bina tor phor k hr kaam guaranteed ,-1,chahat ki tapish ka khatma bina tor phor k hr kaam guaranteed 
agar sindh govt ko operation nahi chalana to humein koi aitraz nahi ,-1,agar sindh govt ko operation nahi chalana to humein koi aitraz nahi 
jail road per firing se 1 shakhs janbahaq ,-1,jail road par firing se 1 shakhs janbahaq 
log gariyaan band ker k be bus kharay hein ,-1,log gariyaan band kr k be bus kharay hein 
traffic police gayab ,-1,traffic police ghaeb 
1 mulzim sohrab goth thanay ka ehlkar nikla ,-1,1 mulzim sohrab goth thanay ka ehlkar nikla 
pti ki janib se bayan ki muzammat ,-1,pti ki janib se bayan ki muzammat 
rangers k ekhtyarat me tousee ki qarardad aaj bhi pesh naa ho saki ,-1,rangers k ekhtyarat main tousee ki qarardad aaj bhi pesh naa ho saki 
munasib security ki adam farahmi k bais karachi me insidad e polio muhim ko rok dia gaya ,-1,munasib security ki adam farahmi k bais karachi main insidad e polio muhim ko rok dia gya 
afsos pakistan me aaj bhi badi tadad me log bunyadi insani huqooq se mehrum hein ,-1,afsos pakistan main aaj bhi badi tadad main log bunyadi insani huqooq se mehrum hein 
shehri mehengi parking fees dene k bawajud bike lifting se pareshan ,-1,shehri mehengi parking fees dene k bawajud bike lifting se pareshan 
sindh bhar me cng stations mangal jummerat or haftay ko subah 8am se lekar 24 ghanto k lye band rahen ge ,-1,sindh bhar main cng stations mangal jummerat aur haftay ko subah 8am se lekar 24 ghanto k lye band rahen gi 
landhi me 1 group ka samaa news k reporter ubaid shah per tashadud ,-1,landhi main 1 group ka samaa news k reporter ubaid shah par tashaddud 
awam wada poora hone k muntazir ,-1,awam wada poora hone k muntazir 
voters pareshan ,-1,voters pareshan 
khi me aaj rat 12 baje se motorcycle ki double sawari per 3 din k lye pabandi hogi ,-1,khi main aaj rat 12 baje se motorcycle ki double sawari par 3 din k lye pabandi hogi 
karimabad me firing se 1 shakhs janbahaq ,-1,karimabad main firing se 1 shakhs janbahaq 
gulistan e johar me firing se 2 afrad zakhmi ,-1,gulistan e johar main firing se 2 afrad zakhmi 
firing or pur tashadud waqiat me 57 afrad qatal,-1,firing aur par tashaddud waqiat main 57 afrad qatal
landhi sec 36b me guzishta rat se bijli gayab bijli na hone se pani ki qillat elaqa makeen pareshan hukkam se notice ki apeal ,-1,landhi sec 36b main guzishta rat se bijli ghaeb bijli ny hone se pani ki qillat elaqa makeen pareshan hukkam se notice ki apeal 
dist east ki kai sarko per shadeed traffic jam traffic police gaib ,-1,dist east ki kai sarko par shadeed traffic jam traffic police ghaeb 
security khadshat k bais airport seal ,-1,security khadshat k bais airport seal 
malir me ppp ki rally jayalon ki badi tadad me shirkat lasbela se pmln ki rally rawan dawan nagmo per raqs ,-1,malir main ppp ki rally jayalon ki badi tadad main shirkat lasbela se pmln ki rally rawan dawan nagmo par raqs 
eng ne pak ko 14 runs se shikast de di ,-1,eng ny pak ko 14 runs se shikast dain di 
civil lines me ctd building k qareeb bomb baramad ,-1,civil lines main ctd building k qareeb bomb baramad 
tamam users astaqhfar ka wird karen ,-1,tamam users astaqhfar ka wird karen 
sindh govt ne nazimabad under pass ka mansooba khamoshi se khatam ker dia ,-1,sindh govt ny nazimabad under pass ka mansooba khamoshi se khatam kr dia 
pm ki janib se appeal mastarad kerne ki sifarish ,-1,pm ki janib se appeal mastarad kerne ki sifarish 
dhamakay se elaaqay me khof o hiras ,-1,dhamakay se elaaqay main khof o hiras 
cm sindh ne is faislay ko ppp k khilaf dhandli qarar de dia ,-1,cm sindh ny is faislay ko ppp k khilaaf dhandhli qarar dain dia 
n nazimabad block f or m niaz manzil per street crimes roz ka mamool ban gye hein shehri sakht pareshan hein police notice lay ,-1,ny nazimabad block f aur m niaz manzil par street crimes roz ka mamool ban gye hein shehri sakhat pareshan hein police notice lay 
shah faisal clny no 3 me safai k naqis intizamat sewerage ka pani kai maah se sarko per khara hai shehri govt ka amla gayab hai,-1,shah faisal clny no 3 main safai k naqis intizamat sewerage ka pani kai maah se sarko par khara hy shehri govt ka amla ghaeb hy
soldier bazar garden old city samet mukhtalif elaaqo me street crimes ki wardato me izaafa ,-1,soldier bezar garden old city samet mukhtalif elaaqo main street crimes ki wardato main izaafa 
police rangers notice lein ,-1,police rangers notice lein 
purani subzi mandi se essa nagri tak jaga jaga charas heroien or deegar manshiyat ki farokht jari hai hukkam notice lein ,-1,purani subzi mandi se essa nagri tak jaga jaga charas heroien aur deegar manshiyat ki farokht jari hy hukkam notice lein 
dairy farmers ka elaan ghair qanooni hai commissioner karachi ,-1,dairy farmers ka elaan ghair qanooni hy commissioner karachi 
maloomat tak rasaai se rokna buniyadi huqooq ki khilafwarzi hai darkhuast guzar ,-1,maloomat tak rasaai se rokna buniyadi huqooq ki khilafwarzi hy darkhuast guzar 
karachi k hawalay se ehem mulaqatein bhi mutawaqa,-1,karachi k hawalay se aham mulaqatein bhi mutawaqa
k electric hukkam shehrion per rehem karen ,-1,k electric hukkam shehrion par rehem karen 
qareebi sarko per shadeed traffic jam users ehtyat karen ,-1,qareebi sarko par shadeed traffic jam users ehtyat karen 
security na dene per polio muhim multavi ,-1,security ny dene par polio muhim multavi 
20 lakh bachay polio drops se mehroom ,-1,20 lakh bachay polio drops se mehrum 
zainab panjwani hosp ki file rikshaw me bhool gai hein ,-1,zainab panjwani hosp ki file rikshaw main bhool gai hein 
wazeer e dakhila sindh ne pvt gario k drivers ko license banwanay ki mohlat me 1 maah ki tousee ker di ,-1,wazeer e dakhila sindh ny pvt gario k drivers ko license banwanay ki mohlat main 1 maah ki tousee kr di 
firing or pur tashadud waqiat me 54 afrad qatal  ,-1,firing aur par tashaddud waqiat main 54 afrad qatal  
kuch dair qabal johar me janbhaq shakhs ki shanakht aziz k naam se ho gai ,-1,kuch dair qabal johar main janbhaq shakhs ki shanakht aziz k naam se ho gai 
kunyaalan haji age 75y white qamees amp dhoti pehni hai aaj subah baldia se lapata hain jis kisi ko milay plz cnt ,-1,kunyaalan haji age 75y white qamees amp dhoti pehni hy aaj subah baldia se laapata hy jis kisi ko milay plz cnt 
kharabi ki soorat me bijli k ta atul ko loadsheding na samjha jai,-1,kharabi ki soorat main bijli k ta atul ko loadsheding ny samjha jai
korangi zia colony me firing 1 shaks janbahaq ,-1,korangi zia colony main firing 1 shaks janbahaq 
golimar me pani or bijli ki adam farhami k khilaf awam ka ehtijaj road block ,-1,golimar main pani aur bijli ki adam farhami k khilaaf awam ka ehtijaj road block 
dengue se mutasra 2300 mareez zere elaj jab k 6 afrad halak hogae ,-1,dengue se mutasra 2300 mareez zere elaj jb k 6 afrad halaak hogae 
orangi town mpr colony se no molood bache ki lash baramad ,-1,orangi town mpr colony se no molood bache ki lash baramad 
korangi k area me daketi mazehmat per ashfaq nami shaks zakhmi ,-1,korangi k area main daketi mazehmat par ashfaq nami shaks zakhmi 
liyari agrataj se 1 shaks ki tashadud zada lash baramad ,-1,liyari agrataj se 1 shaks ki tashaddud zada lash baramad 
north karachi zareena colony me firing 1 shaks janbahaq ,-1,north karachi zareena colony main firing 1 shaks janbahaq 
2 afrad janbahaq 3 zakhmi janbahaq afrad or zakhmio ko hosp muntaqil kerdiya gya,-1,2 afrad janbahaq 3 zakhmi janbahaq afrad aur zakhmio ko hosp muntaqil kerdiya gya
trafic jam hone pr shehri pareshani men mubtla ,-1,trafic jam hone pr shehri pareshani men mubtla 
saddar or aitraf se trafic police ne road per khari darjano garian utha leen ,-1,saddar aur aitraf se trafic police ny road par khuwari darjano garian utha leen 
saddar murshid bazar se 3 roz purani lash baramad  ,-1,saddar murshid bezar se 3 roz purani lash baramad  
2 police ehlkar zakhmi ,-1,2 police ehlkar zakhmi 
1 ki halalt tashwishnak ,-1,1 ki halalt tashwishnak 
saddar town me trafic police ahelkar rehan ki lash baramad ,-1,saddar town main trafic police ahelkar rehan ki lash baramad 
defence khada market me firing se fbr officer zakhmi ,-1,defence khada market main firing se fbr officer zakhmi 
gulshan e maymar ahsanabad me firing se 1 shaks janbahaq ,-1,gulshan e maymar ahsanabad main firing se 1 shaks janbahaq 
korangi me firing 1 shaks zakhmi ,-1,korangi main firing 1 shaks zakhmi 
n nazimabad me firing 1 shaks zakhmi ,-1,ny nazimabad main firing 1 shaks zakhmi 
hazrat abdullah shah ghazi ka 1286wan uroos baldia uzma ne ,-1,hazrat abdullah shah ghazi ka 1286wan uroos baldia uzma ny 
express way se 1 shaks ki tashadud zada lash baramad ,-1,express way se 1 shaks ki tashaddud zada lash baramad 
subai wazir ne 10 ezafay ki manzoori gair qanooni tor per di ezafa najaiz he sea view per waldain ka ehtijaj ,-1,subai wazir ny 10 ezafay ki manzoori ghair qanooni tor par di ezafa najayez hy sea view par waldain ka ehtijaj 
surjani town abdullah mor k qareeb se 1 shaks ki lash baramad ,-1,surjani town abdullah mor k qareeb se 1 shaks ki lash baramad 
firing or pur tashadud waqiat me 74 afrad qatal  ,-1,firing aur par tashaddud waqiat main 74 afrad qatal  
liaquatabad me firing se 1 shaks janbahaq ,-1,liaquatabad main firing se 1 shaks janbahaq 
orangi town se 1 khatoon ki lash baramad shanakht nahe hosaki ,-1,orangi town se 1 khatoon ki lash baramad shanakht nahe hosaki 
n nazimabad mujahid colony me firing 8 sala bacha zakhmi ,-1,ny nazimabad mujahid colony main firing 8 sala bacha zakhmi 
garden me firing 1 shaks janbahaq 1 zakhmi ,-1,garden main firing 1 shaks janbahaq 1 zakhmi 
sarfeen sakht pareshan,-1,sarfeen sakhat pareshan
star gate k pass bilal hameed nami shakhs ko sada libas ahelkar agwa kar k legae ,-1,star gate k pass bilal hameed nami shakhs ko saada libas ahelkar aghwa kr k legae 
liaquatabad me firing 1 shaks zakhmi ,-1,liaquatabad main firing 1 shaks zakhmi 
firing or pur tashadud waqiat me 54 afrad qatal  ,-1,firing aur par tashaddud waqiat main 54 afrad qatal  
18 jaraim pesha 8 target killer or 4 jali shanakhti card banane wale shamil,-1,18 jaraim pesha 8 target killer aur 4 jali shanakhti card banane wale shamil
korangi zia colony me firing 1 shaks janbahaq rpt m ali jokhio ,-1,korangi zia colony main firing 1 shaks janbahaq rpt m ali jokhio 
pib colony me firing se 1 shaks janbahaq ,-1,pib colony main firing se 1 shaks janbahaq 
itehad town se 2 roz purani 1 shaks ki lash baramad ,-1,itehad town se 2 roz purani 1 shaks ki lash baramad 
liaquatabad timber market me dukan me aag lag gai 2 fire brigade rawana ,-1,liaquatabad timber market main dukan main aag lag gai 2 fire brigade rawana 
ksi se 50 to ksi se 10 rupe jaib garm ho bus ,-1,ksi se 50 to ksi se 10 rupe jaib garm ho bus 
johar blk 12 me flat me aag lag gaye fire briged talab ,-1,johar blk 12 main flat main aag lag gye fire briged talab 
805 zakhmi allah sab hujjaj ki maghfirat farmaye ameen ,-1,805 zakhmi allah sab hujjaj ki maghfirat farmaish ameen 
dawks police station ki hudood se 1 shaks ki lash baramad,-1,dawks police station ki hudood se 1 shaks ki lash baramad
national highway per trafic hadsa 1 shaks janbahaq ,-1,national highway par trafic hadsay 1 shaks janbahaq 
mangopir se 1 shaks ki lash baramad ,-1,mangopir se 1 shaks ki lash baramad 
gulshan e iqbal me firing 1 shaks zakhmi ,-1,gulshan e iqbal main firing 1 shaks zakhmi 
bufferzon me 1 buzurg garmi k bais janbahaq garmi se halakaton ki tadad 3 hogai,-1,bufferzon main 1 buzurg garmi k bais janbahaq garmi se halakaton ki tadad 3 hogai
korangi mehran town me firing 2 afrad janbahaq 3 zakhmi ,-1,korangi mehran town main firing 2 afrad janbahaq 3 zakhmi 
defenc k qabristan se bhari miqdar me baroodi mawad baramad elaqe m khof hiras ,-1,defenc k qabristan se bhari miqdar main baroodi mawad baramad elaqe m khof hiras 
surjani me 1 shaks zeher pe kar halak ,-1,surjani main 1 shaks zahar pe kr halaak 
north karachi up more k qareeb firing 1 shaks zakhmi ,-1,north karachi up more k qareeb firing 1 shaks zakhmi 
mqm per jhootay ilzamat laganay ka silsila band kia jai ,-1,mqm par jhootay ilzamat laganay ka silsila band kia jai 
malir chatai ground se 1 bache ki lash baramad ,-1,malir chatai ground se 1 bache ki lash baramad 
baldia town no 5 se bache ki lash baramad ,-1,baldia town no 5 se bache ki lash baramad 
mai kolachi road per firing se 2 traffic police ehelkar zakhmi ,-1,mai kolachi road par firing se 2 traffic police ehelkar zakhmi 
janwar ko ziada hath na lagayen shehri ehtiyat karen ,-1,janwar ko ziada hath ny lagayen shehri ehtiyat karen 
gulberg me 3 sala bacha nale me doob ker janbahaq ,-1,gulberg main 3 sala bacha nale main doob kr janbahaq 
mewa shah qabristan se 1 lash baramad ,-1,mewa shah qabristan se 1 lash baramad 
surjani town me firing khatoon zakhmi ,-1,surjani town main firing khatoon zakhmi 
garden me firing miyan or biwi zakhmi ,-1,garden main firing miyan aur biwi zakhmi 
baldia saeedabad me firing se police ehelkar samet 2 afrad zakhmi ,-1,baldia saeedabad main firing se police ehelkar samet 2 afrad zakhmi 
motor cycle ki 5 rupay or car ki 20 rupay parking fees hai ,-1,motor cycle ki 5 rupay aur car ki 20 rupay parking fees hy 
parking fees sirf kmc k card walo ko di jai ,-1,parking fees sirf kmc k card walo ko di jai 
kal banks me public dealing nahi hogi ,-1,kal banks main public dealing nahi hogi 
mehmoodabad landhi north khi samet kai areas me sehri k time pr bijli band awam shadeed pareshan ,-1,mehmoodabad landhi north khi samet kai areas main sehri k time pr bijli band awam shadeed pareshan 
ahle kitab ho kar bhi tum logo ko neki ka hukum kar k khud ko bhol jatay ho kia tum samajhtay nahi ,-1,ahle kitab ho kr bhi tum logo ko neki ka hukum kr k khud ko bhol jatay ho kia tum samajhtay nahi 
mareezo or unke sath aanay walo ko shadeed garmi or rozay me pareshani ,-1,mareezo aur unke sath aanay walo ko shadeed garmi aur rozay main pareshani 
shirk waliden ki nafarmani naa haq qatal jhoti qasam aur jhoti gawahi dena baray gunah hain ,-1,shirk waliden ki nafarmani naa haq qatal jhoti qasam aur jhoti gawahi dena baray gunah hy 
maripur me firing 1 shakhs zakhmi ,-1,maripur main firing 1 shakhs zakhmi 
sheher k kayi elaaqo me bad tareen load shedding jaari shehri sarapa ehtijaj ,-1,sheher k kayi elaaqo main bad tareen load shedding jaari shehri sarapa ehtijaj 
pm ki hidayat k bawajood kai elaaqo me awam doosri sehree bhi andheray me kerne pr majboor ,-1,pm ki hidayat k bawajood kai elaaqo main awam doosri sehree bhi andheray main kerne pr majboor 
jo shakhs roza me kirdar o guftaar me jhot na choray tu allah ko us k bhokay piyasay rehnay ki koi zarorat nahi ,-1,jo shakhs roza main kirdar o guftaar main jhot ny choray tu allah ko us k bhokay piyasay rehnay ki koi zaroorat nahi 
allah se daro aur sood chor do warna pher allah or rasool se jang k liye tayar ho jao ,-1,allah se daro aur sood chor do warna phr allah aur rasool se jhang k liye tayar ho jao 
jis ne bina uzar ramzan ka aik roza chora tau sari umar bhi wo rozay rakhta rahay us ki talafi nahi kar sakta ,-1,jis ny bina uzar ramzan ka aik roza chora tau sari umar bhi wo rozay rakhta rha us ki talafi nahi kr sakta 
sindh me 48 ghanto me garmi se janbahaq ki tadad 300 se zaid hogai,-1,sindh main 48 ghanto main garmi se janbahaq ki tadad 300 se zaid hogai
yateemon ka maal khanay walay haqiqiat me apnay paiton me aag bhartay hain jald jahan nam me hun gay ,-1,yateemon ka maal khanay walay haqiqiat main apnay paiton main aag bhartay hy jald jahan nam main hun gye 
kia 2 din me 300 afrad ki halakat ki zimmedar k electric nahi ,-1,kia 2 din main 300 afrad ki halakat ki zimmedar k electric nahi 
north nazimabad block l m n or malir khokharapar me bhi taweel loadshedding ,-1,north nazimabad block l m ny aur malir khokharapar main bhi taweel loadshedding 
allah mushrik ko muaaf nahi karta is k siwa jis ko chahay bakhash day shirk buhut bara gunah hai ,-1,allah mushrik ko muaaf nahi krta is k siwa jis ko chahay bakhash dain shirk buhut bara gunah hy 
liyari me firing 1 halak  ,-1,liyari main firing 1 halaak  
bijli pani hospitals k baad ab ambulances ki bhi qillat jinnah hosp se ambulance le janay ka rate rs 1000 ,-1,bijli pani hospitals k baad ab ambulances ki bhi qillat jinnah hosp se ambulance lye janay ka rate rs 1000 
sharab juwa butt aur faal k teer shaitani kam hain in se bacho takay kamyabi or nijat pao ,-1,sharab juwa butt aur faal k teer shaitani kaam hy in se bacho takay kamyabi aur nijat pao 
maripur k elaqay me makan se 1 khatoon ki lash baramad ,-1,maripur k elaqay main makan se 1 khatoon ki lash baramad 
aur gumrah k seenay ko tang kar deta hai ,-1,aur gumrah k seenay ko tang kr deta hy 
memon goth ghafoor basti me 2 groups me tasadum khatoon ,-1,memon goth ghafoor basti main 2 groups main tasadhum khatoon 
chakker kamzori or jism mei pani ki ,-1,chakker kamzori aur jism mei pani ki 
kami ka sabab banti hai ,-1,kami ka sabab banti hy 
jo log sona chaandi jama kar k allah ki raah me kharach nahi kartay un k liye dard naak azaab hai ,-1,jo log sona chandi jama kr k allah ki raah main kharach nahi kartay un k liye dard naak aazab hy 
sohrab goth me firing se 1 shaks janbhaq ,-1,sohrab goth main firing se 1 shaks janbhaq 
karachi samet sindh bhar me cng stations tuesday kal thursday or saturday ko band rahen ge ,-1,karachi samet sindh bhar main cng stations tuesday kal thursday aur saturday ko band rahen gi 
imran khan 3 mahinay ka dharna de saktay hein to hum 6 mahinay ka dharna den ge,-1,imran khan 3 mahinay ka dharna dain saktay hein to hum 6 mahinay ka dharna dain gi
halfia kehta ho k mera or mqm ka raw se koi taluq nhi,-1,halfia kehta ho k mera aur mqm ka raw se koi taluq nhi
aur dosra bakheel k liye bad dua karta hai ,-1,aur dosra bakheel k liye bad dua krta hy 
lyari kalakot me firing se 1 shakhs janbahaq ,-1,lyari kalakot main firing se 1 shakhs janbahaq 
firing kernay wala dsp moattal ,-1,firing kernay wala dsp moattal 
allah kisi qaum ki halat us waqat tak nahi badalta jab tak wo khud apnay halaat me tabdili na laye ,-1,allah kisi qaum ki haalat us waqat tak nahi badalta jb tak wo khud apnay halaat main tabdili ny laye 
firing amp purtashadud waqiat me 85 afrad jan se gaye  ,-1,firing amp purtashadud waqiat main 85 afrad jaan se gye  
jo shakhs logon k aagay hath phelata hai tau wo qayamat k din is haal me hoga k us k chehray per gosht na hogi ,-1,jo shakhs logon k aagay hath phelata hy tau wo qayamat k din is haal main hoga k us k chehra par gosht ny hogi 
aur mera azaab bhi dard naak hai ,-1,aur mera aazab bhi dard naak hy 
woh shakhs zaleel ho jis ne ramzan ka maheena paya aur apni maghfirat k liye kuch bhi nahi kia ,-1,woh shakhs zaleel ho jis ny ramzan ka maheena paya aur apni maghfirat k liye kuch bhi nahi kia 
alamat hosakti hai ehtiyati tadabeer janney k lye call aman ,-1,alamat hosakti hy ehtiyati tadabeer janney k lye call aman 
gharelo sarifeen k liye bijli fi unit 2 se 4 28 rupay tak mehngi kar di ,-1,gharelo sarifeen k liye bijli fi unit 2 se 4 28 rupay tak mehngi kr di 
korangi se 1 bachay ki tashadud zada lash baramad ,-1,korangi se 1 bachay ki tashaddud zada lash baramad 
baldia me firing 2 afrad zakhmi ,-1,baldia main firing 2 afrad zakhmi 
aakhri zamana me baray jhotay dajjal aesi baaten karen gay tum ne or baap dada ne nahi suni hogi un se bachna ,-1,aakhri zamana main baray jhotay dajal aesi baaten karen gye tum ny aur baap dada ny nahi suni hogi un se bachna 
jo meri nasehat se roo gardaani karay ga us ki zindagi bari tang hogi or wo qayamat me andha uthay ga ,-1,jo meri nasehat se roo gardaani karay ga us ki zindagi bari tang hogi aur wo qayamat main andha uthay ga 
pak colony me police ka opperation jari dakhali or kharji raste band ,-1,pak colony main police ka opperation jari dakhali aur kharji raste band 
aur wo kisi dagha baaz naa shukray ko pasand nahi karta ,-1,aur wo kisi dagha baaz naa shukray ko pasand nahi krta 
gulistan johar me rangers ka chapa siyasi jamat k zimedar samet 4 afrad giriftar ,-1,gulistan johar main rangers ka chapa siyasi jamat k zimedar samet 4 afrad giriftar 
azimabd lines area saddar tariq road sabzi mandi or old city area samet kai elaqo ki bijli gaib ,-1,azimabd lines area saddar tariq road sabzi mandi aur old city area samet kai elaqo ki bijli ghaeb 
baldia muwach goth me chhurio k war se shabana nami khatoon janbhaq,-1,baldia muwach goth main chhurio k war se shabana nami khatoon janbhaq
mutadid afrad phans gaye ,-1,mutadid afrad phans gye 
quaid mqm altaf hussain ka rangers operation per awami referendum karane ka mutalba ,-1,quaid mqm altaf hussain ka rangers operation par awami referendum karane ka mutalba 
apni raftaar me miyana ravi ikhtiyar karo aur apni awaz ko past rakho sab se buri awaz gadhay ki hai ,-1,apni raftaar main miyana ravi ikhtiyar karo aur apni awaz ko past rakho sab se buri awaz gadhay ki hy 
munafiq ali se muhabbat nahi karta ,-1,munafiq ali se mohabbat nahi krta 
karachi k 70 elaqo me rat 11 baje se bijli ki farahmi muatal ,-1,karachi k 70 elaqo main rat 11 baje se bijli ki farahmi muatal 
london committee k ehem rukun m anwar alalat k bais subukdosh zimedaria wapis leli gayn ,-1,london committee k aham rukun m anwar alalat k bais subukdosh zimedaria wapis leli gayn 
shehri ehtyat karen ,-1,shehri ehtyat karen 
aadhay ghantay me light nahi aai jin ki light thi woh bhi chali gayi ,-1,aadhay ghantay main light nahi aai jin ki light thi woh bhi chalta gayi 
shehri be bus ,-1,shehri be bus 
mqm ka ch nisar k khilaf kal khi press club per ehtijaj ka elaan ,-1,mqm ka ch nisar k khilaaf kal khi press club par ehtijaj ka elaan 
muhajir qoum kisi ki dhamki me nahi aai gi,-1,muhajir qoum kisi ki dhamki main nahi aai gi
arts council zainab mkt regal or tibet center per rangers ki nakabandi motor cycle sawaro se pooch guch ,-1,arts council zainab mkt regal aur tibet center par rangers ki nakabandi motor cycle sawaro se pooch guch 
