Reviews,Sentiment,NormalizedReviews
aaj ka match jeet janay ki khushi main phir be lakh di lanat puri team per jo india se haar gaye,0.0,aaj ka match jeet janay ki khushi main phr be lakh di lanat puri team par jo india se har gye
btw men wohi hun raat ko whatsapp pr sana bhabhi s shikayat ki dhamki dene wali!,-1.0,btw men wohi hun raat ko whatsapp pr sana bhabhi s shikayat ki dhamki dene wali!
jab team main ajao to kuch na karna bus lambi lambi hankna..,-1.0,jb team main ajao to kuch ny karna bus lambi lambi hankna..
lagta ha muja 126 din k dharna daina paraga like k liyaa naaa ahmaada,-1.0,lagta hy muja 126 din k dharna daina paraga like k liyaa naaa ahmaada
aik like he dada plzzzzz ahmaaaaaaad kab sa last 5months sa wait kar rai hu plzz,0.0,aik like hy dada plzzzzz ahmaaaaaaad kub sa last 5months sa wait kr rai hu plzz
plzzzz aj to like banta hai kafi time se nai mila,-1.0,plzzzz aj to like banta hy kafi time se nai mila
esa morale mor kr wapis hi rakh lain to behter hai...,1.0,esa morale mor kr wapis hy rakh lain to behtar hy...
jitna time tum apni selfis lene mai lgate ho ager otna hi time tum apne game mai lgaona to hmari team harne se bech jay,1.0,jitna time tum apni selfis lene mai lgate ho ager otna hy time tum apne game mai lgaona to hmari team harne se bech jay
ajjj tu sabb apniii jaga paki krny k liyeee khail rhyyy han in ko awam ki koi parwa nae,-1.0,ajjj tu sabb apniii jaga paki krny k liyeee khail rhyyy hy in ko awam ki koi parwa ny
dair say he sahe par shukar hai ye neend se to jage hen na,1.0,dair say hy sahe par shukar hy yeh neend se to jage hy ny
hafeez or sharjeel ki nakaaamio pe bohot khush hogaa under seyyy,0.0,hafeez aur sharjeel ki nakaaamio pe bohot khush hogaa under seyyy
"jeet main to sabhi khush hotay hain, real supporters are the ones jo bad time main saath nibhayen!",1.0,"jeet main to sabhi khush hotay hy, real supporters are thi ones jo bad time main saath nibhayen!"
aik akloti team hi tau agr in ko support na karay tau ksko karanga you are 100% right,0.0,aik akloti team hy tau agr in ko support ny karay tau ksko karanga you are 100% right
ahmad shahzad muhabbat aur kamyaabi se bharpur naam ahmad shahzad naam hi kafi hai,1.0,ahmad shahzad mohabbat aur kamyaabi se bharpur naam ahmad shahzad naam hy kafi hy
likes kese krte hn sbke comments?! zara krke dikhayen!,0.0,likes kese krte hy sbke comments?! zara krke dikhayen!
mujhe sari zindagi like nai mile ga ahmad se,-1.0,mujhe sari zindagi like nai mile ga ahmad se
"shukar kro bhai afridi ne ap ko asia cup m na khila kr ap ki izat rakh li, warna twade nal v zardari wargi honi si :p",1.0,"shukar kro bhai afridi ny ap ko asia cup m ny khila kr ap ki izat rakh lye, warna twade nal v zardari wargi honi se :p"
magical spirit se aplog khyali dunia me agye hein.khelna bhool gye.pta hai k hum support krna chorenge nai.,0.0,magical spirit se aplog khyali dunia main agye hein.khelna bhool gye.pta hy k hum support karna chorenge nai.
50krey bsss ta ke agle match me inn o sakay... baki sb bhar me jae.,-1.0,50krey bsss ta ke agle match main inn o sakay... baki sab bhar main jae.
ap log sirf apne liye kheltay ha or performance ap k samne ha..,0.0,ap log sirf apne liye kheltay hy aur performance ap k samne hy..
sir g ap sb apni country k liye neyat se khelna start kr deya us din pakistani team ki performance dunyaa daikhe ge.,0.0,sir g ap sab apni country k liye neyat se khelna start kr deya us din pakistani team ki performance dunyaa daikhe gi.
"bhai kuch performance dikha dena is dafa,",0.0,"bhai kuch performance dikha dena is dafa,"
usi agical spirit se khyal dunya me agye ho aaplog k khelba hi chor dua.pta hai k hum support krna nai chorenge,1.0,usi agical spirit se khayal dunya main agye ho aaplog k khelba hy chor dua.pta hy k hum support karna nai chorenge
aaj pakistan ki bowling sy lag raha ta next time pakistan asia cup me team nahi dengy.,-1.0,aaj pakistan ki bowling say lag rha ta next time pakistan asia cup main team nahi dengy.
tu b sar mundwa le aur unko b bol.,0.0,tu bhi saraha mundwa lye aur unko bhi bol.
kitna support kren lkn ek match to jeetna ha nh greenshirts ne... hm support kr kr ky thak gye ha .,-1.0,kitna support kren lkn ek match to jeetna hy nh greenshirts ny... hum support kr kr ky thak gye hy .
inshallah pakistan zindabad pr yahan up ni sirf down he down hai,0.0,inshallah pakistan zindabad pr yahan up nai sirf down hy down hy
14 16 ganty practice hogi tabi imran khan or javid maindad aengy,0.0,14 16 ganty practice hogi tabi imran khan aur javid maindad aengy
up downs kbhi kbhi hotay hn...her roz he tum log aisay khailtay ho jaisay kbhi batting practice he na ke ho...,-1.0,up downs kbhi kbhi hotay hy...her roz hy tum log aese khailtay ho jaisay kbhi batting practice hy ny ke ho...
"ahmad bhai, meri gf naraz hai, koi advice bta dein plz",-1.0,"ahmad bhai, meri gf naraz hy, koi advice bta dein plz"
pahli ma kia kharbi ti ahmad,-1.0,pahli main kia kharbi ti ahmad
bhai please aik like dy do last 6 month se ni mila plzzzzzz,-1.0,bhai please aik like de do last 6 month se nai mila plzzzzzz
bin apke khosro ki team thi.,0.0,bin apke khosro ki team thi.
hamain proud sirf tum hiiii kar sakty ho :p very difficult for pakistan to comeback in this match :),0.0,hamain proud sirf tum hiiii kr sakty ho :p very difficult for pakistan to comeback in this match :)
kash aap hotay acha hota. sharjeel hafeez.khuram ne tu naak he kaata de pakistan k.,0.0,kash aap hotay acha hota. sharjeel hafeez.khuram ny tu naak hy kaata dain pakistan k.
ahmooooo bhaeyaaa aap ready hojaein team ko join krny k liye,0.0,ahmooooo bhaeyaaa aap ready hojaein team ko join krny k liye
mein likh kr dai dun apko call aai ghi,0.0,main likh kr dain dun apko call aai ghi
o my god ya hmari team ko kya ho gya ha bhhhhhhht zyada dissapoint kia ha;-(,-1.0,o my god yeh hmari team ko kya ho gya hy bhhhhhhht zyada dissapoint kia hy;-(
allah kare warna ghar walon ne tu jeene nhi dena,0.0,allah kare warna ghair walon ny tu jeene nhi dena
aaj aap b hmari tarha match enjoy kr rahy,1.0,aaj aap bhi hmari tarha match enjoy kr rha
"acha khelna, or profisor saheb ko aap batting sikhaye",1.0,"acha khelna, aur profisor saheb ko aap batting sikhaye"
bhaee aap dekh len aap ke bagair is team ka kya ho rha hai:,-1.0,bhaee aap dekh len aap ke bagair is team ka kya ho rha hy:
shahzad bhai what u think dangerous situation ???aj tu nai kehna tum jeeto ya haro hamy tum se pyar hai. ???,-1.0,shahzad bhai what you think dangerous situation ???aj tu nai kehna tum jeeto yeh haro hamy tum se pyar hy. ???
woi aj to koi match ko bht enjoy kr rhaaaa,1.0,woi aj to koi match ko bht enjoy kr rhaaaa
ap ne wc k lye bag pack kr lia na :) :,0.0,ap ny wc k lye bag pack kr lia ny :) :
kiya proud ahmed bhai . dil tot gai yarr,0.0,kya proud ahmed bhai . dil tot gai yarr
chalo bhai mubarak ho apki jaga paki world t20 mein app bhi ana or chaar bowls khel ke janaor kehna,1.0,chalo bhai mubarak ho apki jaga paki world t20 main app bhi ana aur chaar bowls khel ke janaor kehna
tm jeeto ya hara hme tm se pyar hai ab se ye line tm jeeto agr hare ab jota khane kelye tyar hojao,-1.0,tm jeeto yeh hara hme tm se pyar hy ab se yeh line tm jeeto agr hare ab jootay khane kelye tyar hojao
bhi aj apke yad satani lagee.,-1.0,bhi aj apke yad satani lagee.
"ahmad bhai chat session hi karlein, thora dukh kam hojayega humara pls.",1.0,"ahmad bhai chahat session hy karlein, thora dukh kaam hojayega humara pls."
pak team ko sirf be izti hoti hai..coz of be izat cricketers ki waja se,-1.0,pak team ko sirf be izti hoti hy..coz of be izat cricketers ki waja se
ahmed ap inshalla world t20 ma select ho gay. ap nay shahid bahi ko world t20 jeetwana ha....,1.0,ahmed ap inshalla world t20 main select ho gye. ap ny shaeed bahi ko world t20 jeetwana hy....
bhai t20 warld cup mai aap our imran nazer chahiye,0.0,bhai t20 warld cup mai aap aur imran nazer chahiye
chal teri b lottery lag gae phr se:-) ja ja k zero mar:-d,1.0,chal teri bhi lottery lag gae phr se:-) ja ja k zero maar:-de
plz ap world cup t20 mr chaly jao plz,0.0,plz ap world cup t20 mr chaly jao plz
ahmad bhai mubarik ho ap wt20 squad myn shamil...,1.0,ahmad bhai mubarik ho ap wt20 squad myn shamil...
kaisa lag rha ghar bhty match dekhna hamari trh ??,0.0,kaisa lag rha ghair bhty match dekhna hamari trh ??
pressure mai pori team mai sirf bg bro hi batting kr skte hai,0.0,pressure mai pori team mai sirf bg bro hy batting kr skte hy
umair ahmed kahe raha hai tuj ko bat diya hai ma ne yr or tu kahe raha hai ni diya bat yr,-1.0,umair ahmed kahe rha hy tuj ko bat diya hy main ny yr aur tu kahe rha hy nai diya bat yr
mera b aisa hi same hoga ahmoooo bhaeyaaa poora room dikhain na plzz,0.0,mera bhi aisa hy same hoga ahmoooo bhaeyaaa poora room dikhain ny plzz
khurram bhai n aap ek sath dekh rahy hongy na match,0.0,khurram bhai ny aap ek sath dekh rha hongy ny match
inshallah app jaldi team main ayoo gy khurrum too gya ab !,1.0,inshallah app jaldi team main ayoo gye khurrum too gya ab !
idr bythy bythy selfie e dydn sb ka mood fresh jojaye gai,1.0,idr bythy bythy selfie e dydn sab ka mood fresh jojaye gai
apna furniture dikha rahe hain ya tv pliss confirm,0.0,apna furniture dikha rhy hy yeh tv pliss confirm
miss u dear waqar younis ap ko apna wo behnoi samjhta hy jo os ki behn ko nahi os k poray ghar ko maarta ho,-1.0,miss you dear waqar younis ap ko apna wo behnoi samjhta hy jo us ki behn ko nahi us k poray ghair ko maarta ho
phir hum kya pagal hain jau match pressure kay saath dekh rahe hain.jab kay jau team main kheltay unhain koi pressure nahin,-1.0,phr hum kya pagal hy jau match pressure kay saath dekh rhy hy.jb kay jau team main kheltay unhain koi pressure nahin
bahi ap ko nahi le k jata k ap prfomanc nahi kar rah abe kon sa prfomanc kar rah hai,-1.0,bahi ap ko nahi lye k jata k ap prfomanc nahi kr rhy abi kon sa prfomanc kr rhy hy
tv to bad main dekha pehle kamray ki talashi li maine sorry but tabhi to pta chala k apka room ha to apka tweet hoga,-1.0,tv to bad main dekha pehle kamra ki talashi lye maine sorry but tabhi to pta chalta k apka room hy to apka tweet hoga
bhai wapis aja 10 runs toh bana hi leta hai toh,0.0,bhai wapis aja 10 runs to bana hy leta hy to
sana baji se kahain popcorn bnaa k dain !! sath pepsi b lena maza ayega,1.0,sana baji se kahain popcorn bnaa k dain !! sath pepsi bhi lena mazay ayega
ya !! but pakistan tou bht pressure mein khel rha hai,0.0,yeh !! but pakistan to bht pressure main khel rha hy
"zahir hai habibi, ap pe kis bt ka pressure jin ko lena chahye wo already tensed hein",-1.0,"zahir hy habibi, ap pe kiss bt ka pressure jin ko lena chahye wo already tensed hein"
pankha chalaya hua hai apne pakistan ki batting ne garam kr dia mahol lgta :p,0.0,pankha chalaya hova hy apne pakistan ki batting ny garam kr dia mahool lgta :p
ap back ao team mn mis u pata ni kon q nikalta h hamry all plyrs khrab kr dea kabi andr kabi out hunh,-1.0,ap back ao team mn mis you pata nai kon q nikalta hy hamry all plyrs khrab kr dea kabi andr kabi out hunh
jeetan gay hum nii shehzad bai bs enjoy hi kr sktay han pathetic,-1.0,jeetan gye hum nii shehzad bai bs enjoy hy kr sktay hy pathetic
her kisee ko apni marzi ka player mila hai to performance bhe ashi ho,0.0,her kisee ko apni marzi ka player mila hy to performance bhi ashi ho
mubrak ho bhai ap ko moka mil gya ab #pakistan k liye khel k ana,1.0,mubrak ho bhai ap ko moka mil gya ab #pakistan k liye khel k ana
umeed pe dunia qaim hai inshaallah ache din b ay ge,1.0,umeed pe dunia qaim hy inshaallah ache din bhi ay gi
ab a hi gaye hain app team mein to tori practise or defencive approach ko bahar nikal ke aye ga don't disappoint us again,1.0,ab a hy gye hy app team main to tori practise aur defencive approach ko bahar nikal ke ai ga don't disappoint us again
"u r the best ahmad bhai, selectors ne apke sath bura kia boht jiska nuksan aj hua humein, wapis ajao yar.. :",0.0,"you r thi best ahmad bhai, selectors ny apke sath bura kia boht jiska nuqsan aj hova humein, wapis ajao yar.. :"
shahzad bhai.... apka internet kitne mb wala laga hua hy? plz tell me,0.0,shahzad bhai.... apka internet kitne mb wala laga hova hy? plz tell main
t20 me sath jana warna hum ne nhe dekhna match,-1.0,t20 main sath jana warna hum ny nhe dekhna match
ap wapis ajaoo khuram ko pta nahi kisney daldiya hai apko t20 me lazim hona chaye apney t20 century ki huwi h,-1.0,ap wapis ajaoo khuram ko pta nahi kisney daldiya hy apko t20 main lazim hona chaye apney t20 century ki huwi hy
achi baat gai ahmad juniors ko train kar dain,1.0,achi baat gai ahmad juniors ko train kr dain
fiqar nahi kar agar wish nahi kia to @iamahmadshahzad to kia hum pure team ko unfollow kar denge,-1.0,fiqar nahi kr agar wish nahi kia to @iamahmadshahzad to kia hum pure team ko unfollow kr denge
ye ghalat baat aap jaag rae to chatting he kar lain naw,-1.0,yeh ghalat baat aap jaag rae to chatting hy kr lain naw
bhai agar wapis team me ajain to plz plz hamary jazbaat sy na khelna yar ab,1.0,bhai agar wapis team main ajain to plz plz hamary jazbaat say ny khelna yar ab
bhai to b kuch kar la......ghar bath k selfie bna bna k tra mou dongy jesa ho gya han,-1.0,bhai to bhi kuch kr la......ghair bath k selfie bna bna k tra mou dongy jesa ho gya hy
"bhai aap b @safridiofficial ki tarah team k peechay he parr gay ho, kuch nahi karna hota tou injured ho k baith jaya karo",-1.0,"bhai aap bhi @safridiofficial ki tarah team k peechay hy parr gye ho, kuch nahi karna hota to injured ho k baith jaya karo"
lala ka birthday hai aj dosti khatam hogye ya ehsas?,-1.0,lala ka birthday hy aj dosti khatam hogye yeh ehsas?
aj bahut miss kya ahmad bhai match mai,-1.0,aj bahut miss kya ahmad bhai match mai
ahmad lala ko wish krna hai ab nawaz ko nai,0.0,ahmad lala ko wish karna hy ab nawaz ko nai
hamare legend khurram manzoor ko bhi best of luck.,1.0,hamare legend khurram manzoor ko bhi best of luck.
ahmad iss tweet k sath ap k liye izzat air barh gai :) u support pak with same enthusiasm :),1.0,ahmad iss tweet k sath ap k liye izzat air barh gai :) you support pak with same enthusiasm :)
ap cricket kab khailtay hain.main @iamahmadshahzad say baat kar rahy hun.or ahmad kabhy aisy negative baat nahi kartay.,1.0,ap cricket kub khailtay hy.main @iamahmadshahzad say baat kr rha hun.aur ahmad kabhy aese negative baat nahi kartay.
is time ap ki batting dekhtay agar haroon rasheed acha,0.0,is time ap ki batting dekhtay agar haroon rasheed acha
aj pakistan ki team ny easy match ko khud toufh banaya ! uae ny plate mein halwa diya mgr fr bhi itni tuk tuk had hai:/,-1.0,aj pakistan ki team ny easy match ko khud toufh banaya ! uae ny plate main halwa diya mgr fr bhi itni tuk tuk had hy:/
oks gd nyt ab plzz chat session mat kr lena ap,0.0,oks gd nyt ab plzz chahat session mat kr lena ap
insha allah t20 world cup me ap hun gy,1.0,insha allah t20 world cup main ap hun gye
"m pehle bhi kehti ti abhi b kehti hun apko hona chaiye tha pakistan team m asia cup m,",0.0,"m pehle bhi kehti ti abi bhi kehti hun apko hona chaiye tha pakistan team m asia cup m,"
india se tou bohat hi acha muqabila kia,1.0,india se to bohat hy acha muqabila kia
bs ap ajao allah karay selctors ko aqal ajae serious team blkul adhoro lgti ha ap k baghair ksmy,0.0,bs ap ajao allah karay selctors ko aqal ajae serious team blkul adhoro lgti hy ap k baghair ksmy
hmed bhai g ap ko friend banaya hai ap to reply bhi nhi karty main ap ka fain hon.sure nice batsmaaan,0.0,hmed bhai g ap ko friend banaya hy ap to reply bhi nhi karty main ap ka fain ho.sure nice batsmaaan
hmed bhai g ap ko friend banaya hai ap to reply bhi nhi karty main ap ka fain hon.sure nice batsmaaan,0.0,hmed bhai g ap ko friend banaya hy ap to reply bhi nhi karty main ap ka fain ho.sure nice batsmaaan
ahmed ko le ao or usko nekalo ,0.0,ahmed ko lye ao aur usko nekalo 
aapki kami bohat mehsos ho rhi hai plzzz wapis aa jao,-1.0,aapki kami bohat mehsos ho rhi hy plzzz wapis aa jao
aap match me nahi he tu aisa nahi bolna chahiye sir ye konsa mazaq he???,-1.0,aap match main nahi hy tu aisa nahi bolna chahiye sir yeh konsa mazaq hy???
"aur bhai tu tweet karenga beth ke, team mein kab lene wale hai terko?",0.0,"aur bhai tu tweet karenga beth ke, team main kub lene wale hy terko?"
bhai ap to xhup hi raho to acha hy....wo bnda bolta wa acha lagta hy jo perform kre...batting dekh lo...allah maaf kre.,1.0,bhai ap to xhup hy raho to acha hy....wo bnda bolta wa acha lagta hy jo perform kre...batting dekh lo...allah maaf kre.
"tu khush hoja, teray hotay howay konsa nei phatni thee",0.0,"tu khush hoja, teray hotay howay konsa nei phatni thee"
ahmed bhi 1 do din ma apka lia good news ana waliii haa woooooo lakin is baar apko kch kar ka dikhana hogaa khurram out!,1.0,ahmed bhi 1 do din main apka lia good news ana waliii han woooooo lakin is baar apko kuch kr ka dikhana hogaa khurram out!
bhai kuch karo wrna doob mar zane ka hoga pak team,-1.0,bhai kuch karo wrna doob maar zane ka hoga pak team
sorry to say lkn jb tk ap jesa opener hi nae hoga to pak k liye 130 b 330 hain,-1.0,sorry to say lkn jb tk ap jesa opener hy ny hoga to pak k liye 130 bhi 330 hy
ki excitement yeh moment dekh ker hoti thi aj woo nahi ha miss u,-1.0,ki excitement yeh moment dekh kr hoti thi aj woo nahi hy miss you
sari hessi khussi excitement joy happiness tum hoo champ per tum nahi too excited and all 0%,0.0,sari hessi khussi excitement joy happiness tum hoo champ par tum nahi too excited and all 0%
eik to tmko nhi kilaya upar sy haradiya just lose heart,-1.0,eik to tmko nhi kilaya upar say haradiya just lose heart
ahmed ap bhe insha allah t20 world cup me hun gy we wanna to see you in groud,1.0,ahmed ap bhi insha allah t20 world cup main hun gye we wanna to see you in groud
jese jeeta aise hum jeet kr itne khush na hoty jitny aise less score main zbrdst perform kr k khush hn.,0.0,jese jeeta aese hum jeet kr itne khush ny hotay jitny aese less score main zbrdst perform kr k khush hy.
ahmad bhai agar lala se bt hoe tou kehna baap baap hota hy haram k bache ne mere idiol ahmad shahzad ko drop kia,-1.0,ahmad bhai agar lala se bt hui to kehna baap baap hota hy haram k bache ny mere idiol ahmad shahzad ko drop kia
bhai yeh tu sachi main go pakistan gooooo ho gy,1.0,bhai yeh tu sachi main go pakistan gooooo ho gye
jeetay ga bhai jeetay ga pakistan jeetay ga,1.0,jeetay ga bhai jeetay ga pakistan jeetay ga
allah ka kram h k ap jaisa useless playe asia cup me nhe h warna maza na ata. useless,-1.0,allah ka kram hy k ap jaisa useless playe asia cup main nhe hy warna mazay ny ata. useless
t20 world cup m apki zarort parhay gi .. in place of khuram manzoor,0.0,t20 world cup m apki zarort parhay gi .. in place of khuram manzoor
shukr krain ap garh baithay hain :p,1.0,shukr krain ap garh baithay hy :p
kash aj pct jeet jati ahmad! khair next time in sha allah,1.0,kash aj pct jeet jati ahmad! khair next time in sha allah
"ahmad bhai sb haar ke bad boht sad hein, pls chat session karlein thora gham kam hojayega pls pls",0.0,"ahmad bhai sab har ke bad boht sad hein, pls chahat session karlein thora gham kaam hojayega pls pls"
pathan aj kal nazar nahe araha kaha ha aj kal yar,-1.0,pathan aj kal nazar nahe araha kaha hy aj kal yar
ahmad bahi amir ka ilava sab ka sab ko chitar marna chia is sa batter to gali ka bacha hn ab devillier sa kuch sekho yr,-1.0,ahmad bahi amir ka ilava sab ka sab ko chitar marna chia is sa batter to gaali ka bacha hy ab devillier sa kuch sekho yr
ahmad bhai pakistan q haarta he india se bar bar ?,-1.0,ahmad bhai pakistan q haarta hy india se bar bar ?
"ab kya bina finale khele hi ghar bhejega, sabr rakh finale har kar hi chillana go g",0.0,"ab kya bina finale khele hy ghair bhejega, sabr rakh finale har kr hy chilana go g"
bht ach khla blng main ma har jeet hoti rhti hy maza to performance main hy pfct,1.0,bht ach khla blng main main har jeet hoti rhti hy mazay to performance main hy pfct
ahmad pak pis say match har gaya india say ap jo ni tay team ma :(,-1.0,ahmad pak pis say match har gya india say ap jo nai tay team main :(
agar tum hoty aj match jeet rahy hoty,1.0,agar tum hotay aj match jeet rha hotay
agar tu hota to 90 ka target mil jata bus ziada say ziada,0.0,agar tu hota to 90 ka target mil jata bus ziada say ziada
tme nai kelaya hal yai hoga khuram manzor darek agya yeh kahan ka insaf a we with u,-1.0,tme nai kelaya hal yai hoga khuram manzor darek agya yeh kahan ka insaaf a we with you
mre exams me marks xada atay hain ,1.0,mre exams main marks xada atay hy 
gaya babu gaya or thodi der main room main milkar ikatthey ro lena,-1.0,gya babu gya aur thodi der main room main milkar ikatthey ro lena
"pata nahi.. maine last main question mar likhna tha ""vv"" galti say hogaya",-1.0,"pata nahi.. maine last main question maar likhna tha ""vv"" ghalti say hogaya"
plzzz bahi jan. main offline ja rehi hun agr online aye app phir say too like ya rely dey dena plzz bohat wi8 kiya,0.0,plzzz bahi jaan. main offline ja rehi hun agr online ai app phr say too like yeh rely dain dena plzz bohat wi8 kya
omgieeeeeeeeeeee mjy tu aaj neend tk nhi aaii subh sy uthe ve hn exciteddddd,0.0,omgieeeeeeeeeeee mjy tu aaj neend tk nhi aaii subh say uthe ve hy exciteddddd
oh ahmed agar ap hota to pakistan jeeet jata ap team ke taqut ho,1.0,oh ahmed agar ap hota to pakistan jeet jata ap team ke taqut ho
ab toh jeetay ga pakistan aakhir ahmad meray hometown aya hai,1.0,ab to jeetay ga pakistan aakhir ahmad meray hometown aya hy
ahmaddd kahan par hain app??? plzz mujhe bhi ana hai,0.0,ahmaddd kahan par hy app??? plzz mujhe bhi ana hy
jbhi kahun aj mosam kuch badla badla lg rha hy,0.0,jbhi kahun aj mosam kuch badla badla lag rha hy
bhai match karachi main nahi dhaka main hai,-1.0,bhai match karachi main nahi dhaka main hy
ajj ke match me hum saarey fans apko bohot bohot miss karengey.. aur ahmad bhai aik selfie hojaye pls pls,-1.0,ajj ke match main hum saarey fans apko bohot bohot miss karengey.. aur ahmad bhai aik selfie hojaye pls pls
lahore main sahi dikai nai daita ya cable cut gayi?,0.0,lahore main sahi dikai nai daita yeh cable cut gayi?
abhe apko apky kye ke saza mil jaye ge. this is a good listen for you.,0.0,abi apko apky kye ke saza mil jaye gi. this is a good listen for you.
aj k match mein ap ko bohot miss karein ge hum sub,-1.0,aj k match main ap ko bohot miss karein gi hum sab
p practice zyada karo apne batting par tawajo do dear take t20 world cup ma salect ho jao love u shahzad.,1.0,p practice zyada karo apne batting par tawajo do dear take t20 world cup main salect ho jao love you shahzad.
ap k bina cricket ka maza he ni :(,-1.0,ap k bina cricket ka mazay hy nai :(
agar ap quetta k team mei na hote tho maine apne team ko chod isl support karna tha,0.0,agar ap quetta k team mei ny hote tho maine apne team ko chod isl support karna tha
okay main b islamabad ko.choose kr liya,0.0,okay main bhi islamabad ko.choose kr liya
yes wasim akram na js team ki coaching ki wo hamesha jeeti hi ha,1.0,yes wasim akram ny js team ki coaching ki wo hamesha jeeti hy hy
kya team quetta wapis a chuki hai ahmad shahzad bro...,0.0,kya team quetta wapis a chuki hy ahmad shahzad bro...
lol bnda jis team ko support kare sirf us ko he krna chahye chahe wo jeete ya haare,1.0,lol bnda jis team ko support kare sirf us ko hy karna chahye chahe wo jeete yeh haare
ap ko selfie ka itna ziada shoq q ha,1.0,ap ko selfie ka itna ziada shauq q hy
match kay bad kahnay ka kia faida hai ahmad sb..maza tu tab tha kah pahlay kahty,1.0,match kay bad kahnay ka kia faida hy ahmad sab..mazay tu tab tha kah pahlay kahty
india ka match dekh rahe hain ap,0.0,india ka match dekh rhy hy ap
tairi masoomiyat nai hamay banjara bana deyaa ),0.0,tairi masoomiyat nai hamay banjara bana deyaa )
hmad achaa reply nahi too aik favourite hi dai dai plzzzzzz,0.0,hmad acha reply nahi too aik favourite hy dain dain plzzzzzz
ni harna chaye tha ap ko,1.0,nai harna chaye tha ap ko
better luck next tym capital jeeta mean pak jeeta congrat u all,1.0,better luck next tym capital jeeta mean pak jeeta congrat you all
inshallah qta ke laj rakhi ap ny shahzady,1.0,inshallah qta ke laj rakhi ap ny shahzady
wel played koi baat nh haar jeet game ka hsa h welldone quetta team,1.0,wel played koi baat nh har jeet game ka hsa hy welldone quetta team
ahmad bhai ab apki balochistan me bhi fan following barh gayi he.. apne quetta ke logo ke dil jeet lye..,1.0,ahmad bhai ab apki balochistan main bhi fan following barh gayi hy.. apne quetta ke logo ke dil jeet lye..
nyc shazy buhat acha khela me apki huge fan hun lovely,1.0,nice shazy buhat acha khela main apki huge fan hun lovely
apko villa kis performance ki bina per mila ... wo nhe bataya rameez bhai ne ....:),-1.0,apko villa kiss performance ki bina par mila ... wo nhe bataya rameez bhai ny ....:)
love you shehzad... a big fan of yours.tery waja se sarfaraz swimmer ko b bardasht kiya..,1.0,love you shehzad... a big fan of yours.tery waja se sarfaraz swimmer ko bhi bardasht kya..
kis se puch puch k english mar ra ha bhai tu... ckt pe dhyan de jgr tweets pe ni...,-1.0,kiss se puch puch k english maar ra hy bhai tu... ckt pe dhyan dain jgr tweets pe nai...
girty hain shah sawar hi maidaan-e-jang mai.,0.0,girty hy shah sawar hy maidaan-e-jhang mai.
dil ke arma ansoon main beh gai zalmi ko hara k bi quetta wale trophy se reh gay,-1.0,dil ke arma ansoon main beh gai zalmi ko hara k bi quetta wale trophy se rhy gye
sir koi bat nhe ap pakistan key hero hai aur hero hi rho gye afsos ap ka name teem main kun nhe aye i miss uuuuuuuuuuuu,-1.0,sir koi bat nhe ap pakistan key hero hy aur hero hy rho gye afsos ap ka name teem main kun nhe ai i miss uuuuuuuuuuuu
match jeetney k baad bhia aap ney first reply mujey dena hai,1.0,match jeetney k baad bhia aap ny first reply mujey dena hy
are kya churan ju pudia maang rhi ho,0.0,are kya churan ju pudia maang rhi ho
allah ap k sath hai n plz aj 50+ plz,1.0,allah ap k sath hy ny plz aj 50+ plz
mein kabhi itna excited kabhi nai hoi jitna psl final k liye hou,-1.0,main kabhi itna excited kabhi nai hoi jitna psl final k liye hou
love u brother inshaallah aj ap 100 kren gy aj ap k lea bht dua ki ha inshaallah,1.0,love you brother inshaallah aj ap 100 kren gye aj ap k lea bht dua ki hy inshaallah
khelna khulna aata nhi .....dikha de ki tughe pakistan national team m na rkh ker accha kiya pcb ne,0.0,khelna khulna aata nhi .....dikha dain ki tughe pakistan national team m ny rkh kr accha kya pcb ny
jeet ker ana gladiators :d,1.0,jeet kr ana gladiators :de
khelna khulna aata nhi .....dikha de ki tughe pakistan national team m na rkh ker accha kiya pcb ne,0.0,khelna khulna aata nhi .....dikha dain ki tughe pakistan national team m ny rkh kr accha kya pcb ny
zalmi nh to we sport quetta but we really love zalmi....,1.0,zalmi nh to we sport quetta but we really love zalmi....
allah apko fatah nasseb farmaye. ameen...,1.0,allah apko fatha nasseb farmaish. ameen...
oldie ahmad shahzad lag rhe hein,0.0,oldie ahmad shahzad lag rhy hein
first time i see ek crickter ek audiences me bet kar cricket enjoy kar raha ha...,1.0,first time i see ek crickter ek audiences main bet kr cricket enjoy kr rha hy...
btw ap shahzad to ho hi par phir b looking shahzada,1.0,btw ap shahzad to ho hy par phr bhi looking shahzada
are kya churan ju pudia maang rhi ho,0.0,are kya churan ju pudia maang rhi ho
match jeetney k baad bhia aap ney first reply mujey dena hai,1.0,match jeetney k baad bhia aap ny first reply mujey dena hy
elax baithy hain janab :p finals mai jo hain ;) #hblpslt20,1.0,elax baithy hy janab :p finals mai jo hy ;) #hblpslt20
dressing room mein beth kr cricket daikhny or bahir beth kr daikhny mein kitna farq hey ????,0.0,dressing room main beth kr cricket daikhny aur bahir beth kr daikhny main kitna farq hy ????
kis ko support kar rahy hain?,1.0,kiss ko support kr rha hy?
plz sarfaraz say nat parhny ki request karen,0.0,plz sarfaraz say nat parhny ki request karen
bhai konc team ko support kr rhy hoo aj,1.0,bhai konc team ko support kr rha hoo aj
