Reviews,Sentiment
mere liye yeh qmizin uch good hain mujhe yeh mawaad bohat acha aur raahat bakhash maloom hota hai aur rang bhi mere liye bohat mutharrak aur roshan hotay hain mein iss nateejay par mutmaen hon,1
iss qeemat mein itna achh quality miyaar nahi dekha hai tamam rang tasweer ke ain mutabiq thay aur isi tarteeb mein samaan naram aur qabil aetmaad lagta hai mein ne usay kayi baar dhula hai aur iss ki shakal abhi bhi hai iss ke sath kuch nahi sun hwa hai size ya hatta ke rangon mujhe khushii hai ke un ko mausam ke l for haasil karoon,1
mein un chkyon mein istemaal honay walay mawaad se mutasir hon yeh itna saans lainay wala hai aur aram da aur pursukoon tor par sardi laganay ke l perfect behtareen hai rang tasweer ki terhan achay hain qeemat ke miyaar aur season ke hawale se yeh aik misali pack hai,1
yeh kuch achi qmisin hain aur tane banay bhi waqai aram da aur pursukoon hain mujhe un ke rang mushtahir honay ke mutabiq bohat durust maloom hotay hain aur un ki fitting itni achi hai  mein inhen sara din sirf pehan sakta tha,1
yeh itna umdah nahi yeh aik aam numeral hai gharri ke hindsay mukammal tor par nahi arhay thay hindsay juzwi tor par dukhaay jatay thay mein nay apni baityon ke liye iss ka order diya tha aur inhen iss tarz ko pasand aya mein nay gharri ko theek karne ki koshish ki aur jab mein nay usay khoola tu mein nay paaya ke ail  dd ki tadaad kaam hai kaam  kaam meri raye mein un ail  dd ki tadaad ko badhaya jana chahiye taakay bahar dikhayi dainay walay hndson ke miyaar ko behtar banaya jasakay taham mein nay usay khud te kya aur meri betiyan usay pehan rahi hain miyaar yeh nahi hai ke zabardast,1
yeh adjust nahi tha yeh mere biton ki kalayi mein foot baith gaya tha aur iss l eay mein nai adjust karne ki koshish ki lekin baad qismati se mein aisa nahi krska mein iss numeral se bilkul khush nahi hon kash  mein hi kuch sahoolat ho,-1
woh safaid ki bajaye peelay rang bhaijtay hain aur size bhi chhootey hotay hain,-1
yeh qmizin bohat achi lag rahi hain aur foot bhi hain kisi hadd tak istemaal ke l perf bhi behtareen hain aur iss garam mausam ke liye bhi mein nay un sab ki koshish ki hai kalay aur neelay rangon ko pasand hai aur mein yeh bhi shaamil karoon ga ke yeh bhi aram da hain,1
yeh pack haasil karne mein yeh sab se roshan khayalat nahi thay jaisay hi qeemat nazar aati hai aap logon ka size ghalat ho gaya yeh chhota aur theek terhan se foot nahi hota hai fitting thora bohat tang hai aur mein usay pahannay mein takleef mehsoos karta hon,-1
jitna achchca mein ne socha tha ke yeh qmizin hon gi mein iss se khush nahi hon iss ki wajah yeh hai ke tea shirts ki fitting mein itna achchca nahi hai aik size jaisa chhota aur  ke aas paas bohat tang mehsoos hota hai rang aur sab waqai achay hain lekin size ki wajah se yeh sab shirts izafi foot lagti hain,-1
yeh qmizin waqai uch and hain aur qeemat mein bhi foot hain naram kapaas ka tane banay jab yeh pehantay hain tu waqai halka aur naram mehsoos hota hai jo mein garmi ko maarny ke liye behtareen mehsoos karta hon aur rang bhi itnay purkashish hotay hain jis se yeh aik aaccha set hai aik achi qeemat ke liye,1
mein yeh jootay bohat pasand karta hon inhen aisa mehsoos ho sakta hai ke woh baqaida  hain lekin woh paidaar bhi hain bazabta aur arram da aur pursukoon nazar atay hain aur mahaaz par umdah silai achh it baat qabil zikar hojati hai mujhe joota chamka dainay wala mila iss ke sath jo ke ostan sa hai mein ne behtar ko dekha hai aur istemaal kya hai lekin iss ki yahi soch hai ke,1
un jooton mein chamray ka koi nishaan nahi hai woh waqai naaqis hain aur aisa nahi lagta hai ke yeh bilkul barqarar rahay ga mein nay aik baar usay pehna tha aur palllll ke ehsas se bohat tang tha paun aur mein nay iss ke baad se istemaal nahi kya hai,-1
chamray ke jooton ki iss terhan ki kharab daraja bandi yeh yakeeni tor par kisi zawiye se chamray ke nahi hain jooton ka miyaar vaqata poor kharab hai jaisay aap aik baar pehantay ho aur pheink dete ho mujhe waqai mayoosi hui hai,-1
yeh jootay bilkul bhi nahi hain ke mein ne un se kaisay tawaqqa ki thi qeemat ke lehaz se woh bohat mehngay hain iss miyaar ke muqablay mein jis ka chamra nahi hai mein bohat mayoos hon mujhe bohat si tawaquaat theen jaisa ke mein doosri web siton se bhi cheezon ka order diya hai un ka miyaar vaqata good aaccha raha hai lekin yeh aik qadray nahi,1
yeh jootay itnay achay nahi hain mujhe iss se bohat tawaqqa ki gayi thi lekin mein iss se khush nahi hon ke joota kaisay tayyar kya gaya hai samnay walay hissay ka chipkna bohat kharab hai aur chamray ka miyaar bhi aaccha nahi hai,-1
achi lag rahi hai lekin sirf aram da aur pursukoon istemaal ke l,1
mein jootay ka miyaar pasand nahi karta tha kyun ke woh pehlu se kharab hogaye thay aur maadi nuqsaan iss noiyat ka nahi tha jis ki wajah koryir company kere gi barah karam aap ko bhejnay se pehlay jaanch karne ki darkhwast hai,-1
ab un jooton ka koi bara purastaar nahi hai jab mein ne iss ki khoobi ka tajurbah kya hai aur mad very bhi itna achchca nahi hai aap usay dekh satke hain aur kya mamlaat hain iss ka pata laga saktay hain silai se le kar kisi hadd taq airee aur miyaar chamray bhi ameer nahi hai,-1
mein unhein bohat pasand karta hon woh aram da aur pursukoon libaas ke l good achay hain aur woh un pehantay hain aur aasani se phaar satke hain woh roz maraah istemaal ke l enough kaafi paidaar lagtay hain aur size bhi ishara par hi sahih hai,1
mein online shopping se kabhi mutmaen nahi tha lekin ab aisa nahi hai jab se mein ny daraz dot pi ke ka istemaal shuru kya hai iss website ko behtareen qeemat ki hadd mein behtareen cheeze mil gayi hain yeh  ittifaqi tor par aram se aram da aur pursukoon rehte hain chacker patteren aur rang bhi achay hain kaafi aram da aur pursukoon cheeze itnay saaf suthra hue hain jis ka size aur fitting itna kaamil tha iss mein foot honay ke liye misali tor par meri tangon ko saans lainay ke liye behtareen jagah mil jati hai,-1
kapray ka miyaar acha hai lekin iss ka size  saal ka larka hai,-1
yeh patlon aram da aur pursukoon nahi hain kyunkay yeh tang jurey hue hain aur silai bhi saaf nahi hai iss ke saaray dhaagay kho rahay hain kya yeh pahannay mein aasani aur aasani se pareshan nahi kar saktay hain lekin yeh kapray halkay hain aur itminan bakhash lekin mein silai se mutmaen nahi hon,-1
mere liye yeh  thora sa dheela hai aur jis ki wajah se mein inhen aksar nahi p_hnta mad definitely yaqeenan arram da hai aur rang aur size bhi theek hai lekin iss ki wajah se mein un ko ab itna ahcha nahi pa raha hon,-1
miyaar theek hai lekin tasweeron mein dukhaay jane walay rang mujh se bhijiye gaye hain,1
bohat susti cheeze aur fitting bhi bohat buri hai mein mutmaen nahi hon,1
yeh sharts aram se ghoomnay phirnay ya neend ke libaas ki terhan un ko pahannay ke l pick aik achh pick intikhab hain samaan naram aur aram da aur pursukoon hota hai lekin silai uchhal jati hai yahan taq ke tamam dhaagay bhi nikal arhay hain agarchay mawaad aram se hai lekin mein dawn nahi  waqai bahar jane ke liye un ka istemaal karen yeh sonay ke liye bilkul theek hai,1
qeemat ke nuqta nazar ke l i mein iss pack ki sifarish karoon ga miyaar hadd tak nahi hai lekin mad soft naram hai aur ittafaq se pehna ja sakta hai mein aksar un mein sota hon aur doston ke sath ghoomta hon silai theek hai aur mozoon hai aur sayzng hai kaamil bhi,1
un  mein utaar charhao hai mujhe pasand hai ke woh aik hi waqt mein kitni aram da hain kapray ka miyaar nsbta low kaam hai aur woh shayad bohat dairpa nahi rahen ge silai mein bhi behtari ki zaroorat hai,1
masnoaat ka miyaar bohat acha tha aur qeemat bhi market ki qeemat se kaam thi,1
mein ne safaid aur gehra surkh rang ke liye  ka order diya hai lekin woh mujhe gehray surkh rang ke bajaye safaid aur halkay surkh ke bajaye peelay rang bhaijtay hain yeh  rang  gehra surkh safaid  mein vaqata chahta hon lekin woh bilkul mukhtalif bhaijtay hain,0
zabardast chizen kaamil size saaf silai aap ko itni susti qeemat mein aur kya chahiye mausam ke liye mozoon tane banay patli aur halka phulka aur mujhe waqai mein tamam  rang pasand hain woh har roz pahannay ke liye behtareen hain size mere jism ko bilkul foot baithta hai aur chizen itni snag hain mujhe yeh pehnana pasand hai yeh meri almaari mein aik aaccha izafah hai,1
un tea shirts ke miyaar ko srahne ki zaroorat hai yeh nihayat hi aram da aur pursukoon mawaad hai jo munasib tareeqay se tanka sun hwa hai aur rangon ki aik achi range mein aata hai woh mutasir kin tor par naram aur achh fit fitting tea hain aur mein pehnana pasand karta hon yeh aaj kal,1
yeh qmisin behtareen hain mein un se har cheez ko silai se le kar taq har cheez ko pasand karta hon qabil tareef hai aur isi wajah se mein nai ziyada se ziyada froze daraz ka order diya silai itni umdah aur saaf hai aur samaan khalis roi hai pahannay mein bohat aram da hai iss se mujhe pursukoon rehta hai aur iss garam mausam mein pareshan nahi hota jis size aur fitting se koi masla nahi tha yeh itna hi kaamil tha jitna mein chahta tha,1
daraz dot pi ke ka medium size pakistani jismani dhanchay ke liye aik chhota size hai mein qamizoon se khush nahi hon kyunkay un ki tawaqqa nahi ki jati thi mein ne un ko kisi aisay shakhs ko dainay ka kaam khatam kardiya jo sahih size ka tha lekin mera maqsad pura nahi sun hwa barah karam up date karen masnoaat ke size chart,-1
iss watch ka behtareen wart yeh display hai aur yeh siyah pitay par surkh rang ka ail  dd hai yeh kitna achchhaa aur hooshiyar lagta hai iss ki wazahat nahi karsaktha iss gharri ki w ka size bhi bohat umdah hai aur yeh mere hathon ko foot karta hai aur aisa lagta hai mere haath par aik bohat achi quality watch hai iss gharri ka pita miyaar bhi bohat achchhaa hai delivery waqt par thi lekin sirf iss maslay ka mujhe saamna karna para jab mein ne box ko bazyaft kya yeh thora sa ghatiya tha lekin miyaar aur nazron ko mad nazar rakhtay hue iss gharri ki mujhe kharab shuda box par koi aitraaz nahi hai,-1
mujhe masnoaat ki shakal pasand hai display wazeh hindsay bohat wazeh hain bend pahannay ke baad mujhe apni kalayi par jalan mehsoos nahi sun hwa mere paas battery ke waqt se ziyada masla hai jo ziyada der taq nahi chalta hai yeh aik sajeela gharri hai lekin bohat paidaar nahi iss ki battery ke maslay ki wajah se mein ab usay istemaal nahi karta hon,-1
yeh mukammal tor par nishaan taq tha aur bohat hi halka wazan wala tha hathon mein bohat hooshiyar lagta hai aur aaj kal yeh bohat  bhi hai yeh itna achchhaa hai ke yeh water proof hai aur yeh aik terhan se sadme ka saboot hai aur wahan mojood maday ki wajah se jald par jalan ya jaldi pan nahi hai iss ki numayesh bohat achi aur khobsorat hai aur yeh aasani se bright day light mein dikhayi deti hai achi qeemat achi numeral hai mein iss numeral ko  mein se  ki darja bandi karoon ga aur usay rujhan aur fashion pasandana andaaz mein samajte ho,-1
bohat bura tajurbah packing mein aib daar ghari wusool karna wapas kardiye gaye,-1
safaid ki bajaye yeh peelay rang ka rang aata hai uch is hai,1
achay miyaar ki masnoaat ke sath achi service,1
kya aik mukammal package qeemat se samaan taq jasamat aur rangon taq yeh behtareen baat hai mausam ke sath naram aur raahat bakhash mawaad asan aur lambai se aik kaamil size silai laganay ke liye mozoon koi shikayat nahi hain tasweer ke bilkul itnay hi rang mil ge hain mujhe mausam mein apni almaari mein iss terhan ke rang milnay par khushi hai,1
mein nai iss numeral ke aik se ziyada tukron ka order diya miyaar bohat acha nahi hai acha aur sajeela lagta hai lekin paidaar nahi hai iss nai aik mahinay ke baad kaam karna chore diya size meri kalayi mein foot nahi tha lehaza meri kalayi par baind ke mawaad ki raahat ki satah ke baray mein ziyada kuch nahi keh sakta,-1
mera chhota bhai iss  sports gharri ka istemaal kar raha hai aur usay yeh pasand hai qeemat ke muqablay mein yeh gharri meri tawaqqa se kahin ziyada achi hai iss ki roshni mein roshni roshan aur saaf hai majmoi tor par tajurbah itna achchca raha hai,1
yeh bilkul achay nahi hain woh waqai mein buri terhan foot baithtay hain aur meri unglio ko pahannay ke baad waqai mein buri terhan se chout lagi hai mein usay aik sitara bhi nahi deta tha,-1
un jooton ka yeh ab taq achha tajurbah raha hai iss terhan ki nahi jis terhan aap har roz pehnana pasand karen ge balkay unhein kurta ke neechay jummay ke liye ghasetein bohat achha lagta hai aur size bhi andar se mozoon hai,1
itnay achay nahi jitne mein nai socha tha ke woh hon ge woh theek nazar atay hain lekin istemaal shuda chamray ka miyaar mujhe afsurdah kar raha hai kyunkay woh iss qisam ke miyaar nahi hain jis ko mein pehnana chahta hon mujhe lagta hai ke mein jitna ziyada pehnoon ga mazeed woh silai ke nuqta nazar se allag hona shuru kar dein ge,0
iss terhan ke aram da aur pursukoon fitting ke sath umdah quality dinm,1
size bilkul ghalat hai bohat chhota kharab miyaar hai,-1
qeemat ke mutabiq yeh waqai bohat zabardast hai mein nai pichlle saal khareedi thi aur ab bhi usay dosray saal mein istemaal kar raha hon kuch murammat ka kaam bhi sun hwa lekin theek hai iss ka mamool ka kaam iss qeemat mein yeh behtareen hai,1
iss qeemat mein  achay miyaar ke hain shukriya daraz team,1
sirf aik baar ke istemaal ke l faz  ki terhan   karen,0
iss mein aik qabil reham miyaar hai aik dhoney ke baad yeh qabil nahi tha ke dobarah pehnein daraz ke sath yeh teesra bura tajurbah hai dobarah kabhi nahi khareedain ge,-1
bi each tea  samaan jacket ka upper si aayi chamray ke androoni samaan sasta  hai lehaza nagawaar hon bohat ziyada nagawaar hon,1
mukammal tor par kaamil size fitting aur rang kaamil,1
kise ko k k bari m information chia ho aap,0
mujhy wapis karni hai ya jcket,0
avki tane banay aur mawaad bhi iss mazmoon se mohabbat karte hain,1
mustard boxer sharts raqam ka zaya kabhi nahi kharedtay hain,-1
abhi abhi masool sun hwa ghoont mein ykk zip tig ya naam talaash karne ke qabil nahi taham yeh iss ki asal qeemat se mutabqat nahi rakhta hai ya ho sakta hai ke mujhe  ki chhuut ki wajah se kaam miyaar mila,1
mein ne yeh apne show mein pehnaya yeh herat angaiz hai ke mein ne iss ki qeemat  dollar ada kar di lekin mein har aik se behtar hon lehaza mein achay aur khobsorat im ko pasand karta hon sab se achay larke pehantay hain,1
size bilkul foot baithta hai aur chizen bhi bohat mutasir kin hoti hain waqai garam aur aram da un sab se barh kar,-1
iss numeral ke baray mein jaizay parheen socha ke mujhe iss ki koshish karni chahiye kal jacket mili hai aur yeh behtar hai ke mein ne socha ke aisa hoga,1
afsoosnaak tajurbah yeh jacket khareedna mein nay iss jacket ko kalay rang mein order kya tha aur unhon nay mujhe jacket bhuri rang mein bhaije thi aur yeh kisi chamray ki jacket nahi hai yeh khalis  hai mawaad bohat naram hai ke usay aasani se  ja sakta hai iss jacket ko khardney ka baad tareen tajurbah,1
sab se pehlay apne bhaiyon ki madad karne ke liye yeh jacket chamray ke bajaye khalis  hai jo mein ne haal hi mein khareedi hai,1
order ke  din ke andar jacket mil gayi bilkul aisa hi lagta hai jaisay tasweeron mein dekhaya gaya hai behtareen miyaar garam naram aram da aur sajeela intehai sifarish ki gayi hai,1
mind baalo chalanay wali jacket mujhe waqai mein iss ke charon taraf pasand hai,1
mein ne usay namukammal ke sath wusool kya kyunkay pita holdr gayab hai,-1
wtch achi hai mujhe yeh pasand hai lekin mein yeh nahi jaanta ke hum kis terhan minute aur waqt ko adjust karen ge minute ko durust karne ka tareeqa aur sahih tareekh ko kis terhan adjust kya jaye thora sa farq taakay mein aap ko  day raha hon,1
acha lekin mein kaisay waqt badal sakta hon,0
yeh mera pehla online kharidari ka tajurbah car tha iss terhan ke qabil qeemat qeemat ke liye yeh   hai waqt aur tareekh aasani se te ki ja sakti hai,1
mujhe waqai yeh pasand hai ghari qeemat ke liye waqai achi hai ghari ka miyaar bhi bohat aaccha hai aur design bhi bohat aaccha hai kyunkay aap ke paas ghari par yeh barray hindsay hain jo waqt ko zahir karte hain aur iss ki numaya alamat hain,1
theek kaam karna waqt wazeer e azam ke liye dot aur baghair dekhata hai,1
tasweer mein yeh sab kuch ura sun hwa hai aur thanda fitting hai haqeeqat mein yeh ghatiya  se bhara sun hwa hai aur tane banay coat ki bajaye garam kameez ki terhan mehsoos hota hai agar aap ko garam rakhnay ke liye asal coat talaash kar rahay hain tu iss ki sifarish nahi karen ge,1
mujhe qmizin khaas tor par un ke mawaad ka intikhab pasand hai kyunkay jab mein nay parcel khoola tu mein nay pehli baar check kya aur mehsoos kya aur jaisa ke site par dekha gaya rang bhi isi tarteeb mein thay mujhe yeh shirts payi jati hain kisi nah kisi terhan istemaal ke l quite bohat achcha hai aur kandhay aur seenay ke gird un ki fitting waqai achi hai,1
abhi taq qmizin uch quality miyaar ki hain agarchay mujhe lagta hai ke kapaas khalis nahi hai balkay shayad  star ya kisi aur cheez ka murakkab hai kyun ke khalis kapaas kaisa mehsoos nahi hota hai iss ke ilawa size aur sab mein mutmaen hon aur un shirts ny apna pehla dhona injaam diya hai aur rang koi sukarnay aur tane banay ki ahmiyat ke lehaz se zindah bach ge hain,-1
yeh pack herat angaiz hai aur qabil qader mawaad ke sath samaan ka intikhab mutasir kin hai iss ki raahat bakhash aur naram roi thori si jarsi ke sath  mera andaza hai  jis se yeh phialta hai size mere jism mein bilkul foot baithta hai aur yahan taq ke dhoney ke baad bhi yeh skrh nahi paaya kkhuda ka shukar hai yeh meri almaari kaamil fitting saaf silai naram tane banay aur rang ki iss misali tagayur mein waqai aik achchca izafah hai yeh sab mere pasandeeda rang hain yeh pack aram da aur pursukoon tor par thandak ke l aa aik behtareen intikhab hai yahan taq ke mujhe un mein sonay mein koi aitraaz nahi hai   un dinon yeh mera pasandeeda intikhab hai,1
hamesha ki terhan achi cheeze mujhe online shop par ziyada bharosa hai,1
yeh qmizin waqai achi hain aur kaamil size bhi mere nazdeek yeh sab kuch fitting ke baray mein hai aur mujhe yeh shirts kaamil foot ke sath mil gayeen shareek kashish dilkash aur tane banay bhi bohat achay hain aur jab mein usay pehanti hon tu achcha mehsoos hota hai,1
aik  qabil qubool thi jabkay dosra mere size ka har gaz nahi tha,0
bohat achi quality ka behtareen numeral mujhe yeh pasand hai,1
acha daraz ke zareya delivery waqt par hai thnx,1
miyaar ki masnoaat sirf masla size ka hukum ghalat tha yeh bohat bara tha,-1
iss qeemat par miyaar vaqata good uch is hai lekin mein ne darmiyanay size ke bajaye x ail wusool kya jis ka mein ne hukum diya,1
waqt aur maday se bazyaft karna baichnay walay ki tareef karna acha hai,1
yeh jaiza likhte waqt mein ne yeh jacket pehan rakhi hai aur iss jacket ko bananay mein istemaal honay walay maday se bohat mutmaen hon quality size waghera har cheez kaamil hai thanx ta daraz,1
istemaal shuda mawaad tasweer se mukhtalif hai haath ki khansi mein baind wala button nahi hota hai aur fitting bilkul bhi patli nahi hoti hai acha tajurbah nahi yahan tak ke kisi achay design ki copy nahi kar saktay hain,1
ig iss rang ko dastyab hai plz iss ki doosri soorat mein siyah hai,0
size aur rang nahi jaisa ke mein ne hukum diya hai,0
achi jacket mein dobarah iss jacket ko order karna chahta hon,1
mein mayaari masnoaat se mutmaen hon,0
susti qeemat mein bohat achi  mein faisla karta hon ke mein hamesha daraz par online order dun,1
mein ne socha ke gallery mein dekhaya gaya rang isi terhan ka hoga lekin iss ka rang ziyada gehra hai har terhan ke miyaar ki masnoaat achi lagti hai lekin baichnay walay ko masnoaat ki asal rangat zaroor dikhani chahiye,1
daraz mein bohat sust raftaar hai delivery daraz se kuch nah khareedain,-1
mein daraz se libaas mein koi cheez nahi khareedon ga,1
theek hai jab aap ko itni achi qeemat par iss terhan ki umdah  sports gharri mil rahi hai tu yeh vaqata aik chori hai yeh bilkul aisa hi tha jaisay usay yahan numeral ke display par dekhaya gaya tha aur yeh pehnana bhi asan tha aur lead display bhi aasani se dikhayi deta hai aur pahannay par bhi bohat ahcha lagta hai,1
aisa lagta hai ke munasib tareeqay se kaam kar raha ho khelon ke libaas mein zabardast kuch bhi nahi uch ie terhan se bhi pehna ja sakta hai,1
iss qeemat ki hadd mein achi masnoaat,1
mein ne ghari bazyaft ki hai bachon ke liye achi nigah,1
jis terhan se hum ghari ka size adjust karte hain,0
tu mein ne sirf  din ke baad yeh wusool kya un mein se  ka hukum diya tamam ghariyaan achi aur kaam karne ki haalat mein mil gayeen gharri bohat sajeela hai aur yeh foot butt heart monitor ki terhan lagta hai agarchay plastic ki kalayi ka band haath ke gird modna bohat mushkil hai aur iss ko maqnatees lock mil gaya hai lehaza iss baat ka yaqeen nahi hai ke motorcycle par sawaar honay ke douran yeh kitna mehfooz hoga behar haal qeemat ki hadd mein yeh kaafi hadd taq acha hai,1
umdah qeemat aur aik bohat madadgaar numeral,1
jaisa ke iss ka ghalat chamra asli chamray ka nahi hai mein ne jacket haasil karne ke baad iss qisam ke chamray ke baray mein seekha herat hui jaisa ke mein ne socha tha ke mein chamray ki masnoaat khareed raha hon takmeel achi hai,-1
tasweer mein yeh sab kuch ura sun hwa hai aur thanda fitting hai haqeeqat mein yeh ghatiya  se bhara sun hwa hai aur tane banay coat ki bajaye garam kameez ki terhan mehsoos hota hai agar aap ko garam rakhnay ke liye asal coat talaash kar rahay hain tu iss ki sifarish nahi karen ge,1
black charmi jacket aik qeemat ke tor par fashion ke tor par kaamil hai kyun ke sardiyoon ke session se iss ki hifazat nahi ki ja sakti hai,0
umdah miyaar aur dem jaisay dikhayi gayi tasweeron mein,-1
jacket larkoon mein bohat umdah tasweer mein dukhaay jane ke barabar hi sab kuch hai,1
mein ne yeh package khareeda hai jahan tak qeemat ke muqablay mein iss  ke miyaar ka talluq hai miyaar behtareen hai mein usay khareedne ki tajweez karta hon,1
yeh qmizin iss mausam garma mein meri jane wali hain rangeen tagayur ny mujhe bohat mutasir kya aur mujhe order dainay ka lalach diya aur ab mein un ko haasil karne ke baad vaqata satisfied mutmaen hon kyunkay samaan bohat naram hai aur mein un mein arram da mehsoos karta hon yeh misali tor par foot baithta hai aur un mein itna raahat mehsoos hota hai ke sirf silai uchalnay ka miyaar khatam hota hai,0
yeh qmizin bohat achi aur sabhi hain lekin un ka rang ka miyaar bohat aaccha nahi hai mein nai siyah rang ka rang istemaal kya hai usay dho liya hai lekin rang qadray madham par gaya hai mein nai un mein se abhi taq koshish nahi ki hai lekin dosray ki terhan lagta hai aram da aur pursukoon foot,1
yeh mausam garma ke l aas aik umdah darja bandi hai cheezian waqai naram aur aram da hain mujhe mehsoos hota hai ke mein un tea shirts mein ghoom raha hon size itna durust hai aur mere jism ko bilkul foot baithta hai jahan tak silai hai yeh hona chahiye thora sa saaf suthra  samnay arhay hain unhein aik ghair sanjeeda shakal day rahay hain,-1
mujhe yeh shirts achi terhan se bhari hui mili hain aur andar ke  hisson ki terhan hi website par dekhaya gaya tha itnay naram aur achay  hue mein un sab se pyar karta hon woh mujh par waqai achay lagtay hain aur achi terhan se foot bhi hain,1
kharab tareen miyaar woh bhi nahi dekhte jo tasweer mein dukhaay gaye rangon ko bheja jata hai  bohat kharab hai sirf iss ke baad ke usay dobarah istemaal mein laya ja wash dhoney ke baad bhi darja bandi se dhoka nahi hota hai,-1
mujhe yeh shirts pasand hain yeh aik zabardast pack hai aur iss mein rangon se ziyada hai jo mujhe apni taraf raghib karte hain lekin size fitting ke sath sath kapaas ke miyaar ko bhi woh iss ko aik mutasir kin pack banatay hain mein iss terhan har roz karta hon aur surkh mere night suit ki terhan hai,1
mein nai un se yeh aram da aur pursukoon honay ki tawaqqa nahi ki zabardast chezay maadi aur naqaab saazi woh mujhe achi terhan se foot karte hain aur agar mein un ke paas aur hota tu mein unhein du angothon se ziyada day sakta hon p rangeen miyaar itna hi durust hai jitna ke website aur online khorda ke baarey mein mera aetmaad das gina barh gaya hai,1
daraz mein sab se acha soda,1
miyaar theek hai lekin libaas bohat patla hai iss ko qadray ghany hona chahiye thay,1
mein nay jo hukum diya woh miyaar mila jis mein uch and tha aur koi pareshani nahi thi aur dono ke rang achay aur kaamil hain,-1
masnoaat ki qeemat par ghhor karte hue miyaar bohat acha hai mujhe numeral pasand hai,1
cheeze achi hain silai ko behtar bananay ki zaroorat hai,1
rang se pyar karen yeh aik bohat hi markazi dhaaray ka rang hai jo kisi dosray rang ke sath pehnana munasib hai lehaza mein har waqt un mein se aik pehnay hue hon,1
thisishypenhere bohat achha,1
market mein behtareen  aur sab se achi baat taakay  hai aam ke bi each bhi wohi  pehanti hai,1
bus lais sahi nahi magar quality great  thanda motai mein bohat acha,1
achi terhan se acha mawaad aur aik zabardast design online shopping malbosaat ka majmoi tor par mera aik behtareen tajurbah raha hai,1
online shopping par meri yeh pehli baar hai aur mujhe acha lagta hai ke numeral achi hai aur tasweer ki terhan nazar aa rahi hai sirf halkay size ke maslay par x ail par size chhota hai tamam mutasir kin masnoaat ko behtar banayen,1
bohat acha mawaad aur bohat achi kharidari waqt ki fori farahmi  sirf daidh din  khushi hai ke yeh hain aur mein bohat mutmaen hon,1
shukriya daraz mujhe achay miyaar ka order mila,1
iss qeemat mein miyaar waqai uch is hai,1
susti qeemat mein bohat achi masnoaat,1
coat ka miyaar kharab hai aur tankay bhi achay nahi hain,-1
miyaar acha nahi hai takmeel karna bhi acha nahi hai,0
superman par pabandi,1
munasib silai ke sath qeemat ke lehaz se masnoaat achi hai,1
iss ko itna sasta baichnay ke bajaye yeh behtar hota ke packing walay log x ail aur ail ke darmiyan farq dekhnay ke liye kaafi achay hotay,1
mein ne haal hi mein aik black  ghari khareedi hai lekin iss ke khaliye kaam thay aur kaam khalion ki wajah se iss ke lambay hissay kaam nahi kar rahay hain,-1
yeh bohat achi numeral hai  star numeral,1
yeh kharidari bohat mayoos kin thi kyunkay mujhe woh numeral nahi mila jis ka mein ne order kya tha lehaza mein ne mehsoos kya ke iss ka tazkara karna chahiye kyunkay mujhe iss kalayi gharri ke bajaye ail  dd  mili hai jo mein apne bache ke liye order dena chahta tha jo waqai mayoos kin tha,-1
achi terhan se iss gharri ke miyaar ke sath kisi bhi maslay ka saamna nahi karna para agarchay yeh muqami bazaaron mein bhi dastyab hai lekin mein sirf online shopping ka tajurbah karna chahta tha aur yeh mere liye aik maqool tajurbah tha,0
bohat achay miyaar ke apne doston ke liye  mazeed khareeda,1
bht zbrdst t shirts hyn bht aawaw,1
yeh qmizin achi lag rahi hain aur sab kuch lekin tane banay bohat naram aur halkay hain aur thora sa paidaar nahi hain mujhe khushi hai ke aap logon ko sahih size mil gaya lekin tane banay ka miyaar mujhe kabhi bhi iss se ziyada baar pahannay par majaboor karta hai,1
mujhe iss package mein mojood tamam shirts bohat pasand hain aur un ke rangon ne mujhe sab se ziyada mutwajjah kya mein waqai mein iss baat se mutmaen hon ke kapra kitna acha mehsoos karta hai khaas tor par garmiyon mein kapaas ka naram aur paidaar banaya gaya hai mujhe yeh pasand hai ke iss se mujhe faida hota hai aur siyah sab se behtar lag raha hai,1
pakistan mein meri pehli online shopping mein herat se un umdah samaan se heran tha jis ki mujhe umeed nahi thi rang bohat achay thay lekin sirf  mein  qabil zikar quality tea shirts ka hona herat zada hai lekin daraz dspich aur shipping service bohat kharab hai mein chhootey size mein  aur darmiyanay size mein  order kya gaya tha lekin mujhe barray size mein sirf aik pack mila tha,-1
un shirts mein umdah miyaar ki roi hoti hai aur zabardast silai hoti hai jis se yeh paidaar aur kandhoon aur seenay ke gird bilkul foot hojata hai rang ka miyaar bhi bohat ameer aur behtar hai aur majmoi tor par khidmat ke sath sath yeh qmizin har jagah istemaal ki ja sakti hain mein iss pack paish karta hai mukhtalif qisam ke se mohabbat karta hon,1
samaan acha hai lekin masla hai ke woh mujhe safaid ki jagah peelay rang bhaijtay hain,1
mein ne jaali saazi ki numayesh karte hue wazeh tor par tasaveer paish ki tea shirts behtareen miyaar ke thay lekin iss ka label phataa sun hwa tha aur iss ke oopar x ail astikr chaspan kya gaya tha,0
chez achi h aur keemat b munasib hai,1
bhuri rang aur siyah rang se pyar karna yeh mere bohat saaray kapron ke sath jata hai iss ke ilawa gehray rang aam tor par meri jald ke sath uch ie hotay hain,1
