Reviews,Sentiment
bahoth achee soch hai.mere be koch sawalath hai. muskorate hoye***,1
boht maza aaya aap ke ANSWERS parr kar.,1
Shahid afridi bhai aap k khayalat k bary main janker bohat khoshi hoye....Mashallah bohat achy khayalat hai aap k....,1
Ap k baray main jaan kr buhat acha lgaa,1
bahth he achay khayalat hain aap kay.,1
Bohat hi acha interview........,1
aap ke mutaliq parh ke acha laga.......,1
khud hi sawal pochay hai aur khud hi jawab likh kar kehtay ho kay shahid afridi ka interview liya hai ji ye sab bakwas hai,-1
"Zabardast interview, achhay sawalat aur unkay detailed jawabat. nice.",1
good questions yaar mari tharaf see aik sawal hai.. ke wo itni jhadi kiuht karte hai .. bating main aghar karte hai tu dhak kar taaz bating karye ta ke Pakistan ki team ko acha score mal sakke.. kiujhy hai na asi bhaat ..,1
ZABARDAST INTERVIEW HAI AAPKA SHAHID AFRIDI BHAI,1
Hmm Bouhat Acha Interview Liya Hai Aap Ne...,1
afridi na aap k saal aik sawal ka b jawab nahe dia Lagta hey aap a khafa hey !!!!!!!!!,-1
bht khoob check krte hein...,1
Not possible waste of time aysy speed barh jati to DSL waly ghr ja bethty,-1
Bhai apne try kia agar nahi kia to try karen  Phele apne net ki speed chek karen pher is  app ko run karen aur taqreeban 10 secend  bad ap pher net ki speed chek karen aur net  use karen apko khud speed main fark pata  chale ga main khud ye app use karaha hon,-1
bhai sorry kehna pra but not working mene 3g pe use kiya or mera cell b rooted hai or app khol k bs apply patch krna tha na? mene yehi kiya or thori dair baad check kiya kch frak nai nazar aya btw kitny KB tak speed brhi bhai apki?,-1
Frk paya k ni,0
plz playstore k ilawa kioy aur link dy,0
Try kia hai or bhai jo DSL waly speed dy rhy ho for example 250kbps to dunya ka koi aysa software nhi hai jo unki limited speed ko bahrha dy DSL waly limit lgaty hain jo k unki device ki properties main ja k hoti hai or Rahi bat 3g 4g ki speed to wo dedicated speed hoti hai kbhi kam kbhi ziyada to bhai logon ko bewaqoof q bna rhy ho,-1
asa koi software nahi hai jo speed tez kary,-1
Bhai kya zong ka free net mobile pe bhi chal skta hai?,0
koi aur link dain play store k illawa,0
Ye lain bhai dosri link,0
bhai ka thread theek hai. phely baat ko samjha karo.,1
Jab aap pc par without IDM sy koi file downlod karty ho to uski speed kitni hoti hai. Aur jab IDM k zareye download karty ho to uski speed double hojati hai. Kuch to samaj aaya ho ga,0
Kuchh nh hua :-/,-1
bhai app na bohat achi tarha samjaya agar app SP tool kay baray ma thora bata datay to aur be acha hota,1
very good theard muje QMobile a30 ka backup chaye plz bro help me,1
Amjad bhai ap ny mobile ka backup banana sikhaya ap ka bht shukrya allah ap ko jazay kher dy ( aameen),1
Thanks bro mujhe is traha ke thered ki talash thi . Kia main mtk tool ke zarye Huawei mobile honor 3c ke rom ka backup le sakta hoon,1
bhai apka buht buht shukria.,1
Bro ap ka Thread kafi omda and kanaal ka hai,1
Apne bhut hi khobsorat thread bnaya aiski jitni tareef ki jaye kam hi..,1
Kya ye non rooted sets pe kam karega?,0
Han ji blkl,0
wa ji,1
agr ye km kr jay to no doubt is sec ki block buster thread ho gi,1
BHOT UMDA TUT PESH KIA SISTER APNAY,1
NIHAYAT SHUKRIA,1
AUR YEH KIA SIRF AIK CHOTI SI BILKUL CHOTI BAT POCHNAY PER APNAY MERA NAM SPECIAL THNKS MEN DAL DIA ..NHE SISTR SARI MEHNAT APKI HY ......... AISY SHARMINDA NA KIYA KREN,1
pasand krny ka shukria,1
bhai Jan wo kafi bdi prblm.thi mery lye,-1
bohut achi sharing.,1
Oh g mazy karo tusii,1
ye bht masla daita hy... aj kal... apps khud he opn hojati hain.. kaam k apps khud he bndd ho jati hy,-1
ok thanx... mjy yakeen hy... koi na koi hall nikal aega. ab.... INSHAALLAH...,1
v nice yar aap ne humara bht bara masla hal kr diya he again thanks,1
"thanks, bohat he acha aur complete tetorial hay, kia humay non root android phone kay liya 1st tariqa istimal karna hay please zaroor batain, kun kay ya bohat say aisay phones ka masla hal karsakta hay jo root nahi ho sakta",1
ridau g aap ka bahoot sukria k ap nay madad ki,1
Ma-sha-Allah bohat achi sharing ha. keep it up...,1
bhot acha tutorial bnaya hay thanks for sharing,1
wah bahot hi umda or bahot hi asan tareqe se,1
samjhaya hai sis apne,0
pata nahin yar agar esa hojaeyga to achi bat hai let's see tomorrow,0
sorry dear Bro main apko kuch zyada he tang kar raha hu..,0
bohat hi ala,1
"sb jhot hai ye mera htc wildfire,s memory card ki memry pick ni kr rha or uski partition bi ki hai plz sahi saya btaye",-1
Bohat Achi Sharing Hai Share Karne Ka Shukriya,1
Apne tawajuh di magar ye masla sirf nastaleeq font men hi he dosrun men nahin aur nastaleeq baharhal ham jese aurdu walon ka psandeeda he,0
Kamal very useful,1
Buhat achay but links expired,0
yeh tarika tab kam karta hai jab ap k mobile maih net chal raha ho. and i think its usless.,-1
sab ka pasand karne ke lie shukria,1
thnx bro bht achi sharing ki ap ne,1
sorry bhai mene bhi is thread bana ne ke bad dekha he  parr apnee usme android app kee. baarre me ni bataya,0
wo app built in hoti hy download krny ki koi zroort nahi agr app download krni hy to wo without software kesy raha????,-1
bhai mene ye kaha he ke in case agr ap ke pas pc ni to ap kisi or android me yeh app install karen jis ka nam android device manage,-1
thanks. or akk bat ye achi lagi ke ap ne bhot hi safai se apna thread post kara he read kerney me bari asani howi.,1
bhai phr ni karega,-1
bhot allaaa,1
amy way jo bhi ho apko meri sharing pasand aai yeh bohat he,1
Wah g Wah Kamal,1
masha ALLAH zabardast thread useful thread hai,1
bohot he Umda sharing thi....shukria bhai,1
shaandaar..,1
laiken agar urdu font main hotay to tan-o-mazah main aa jatay,1
bus karo yar,0
pasand krny ka shukriya bro,1
acha hai bhai acha hai....,1
are waaaaaaaah,1
Hmmm mujhe to pehle se pata hai Par jinko nhi pata unki taf se thanks,0
Buhat achi info or truck btai he apney.,1
Bhai mere pas sindhi languge whats app main sahi nhe aa rahi,-1
Ho tho jaye ga per process bahuth hard aur time consumig hai aur wait me ye tutorial complete krloo.,0
bhai Wifi hacking Ho jay Gi ???aGr hn TO Kai$e?,0
Oky Band main PO$t kr dena Thank$,1
ab vnc viewer open krai aur ye settings karai. Note..password ab nahi dlana wo baad mai mangay ga ab daal bhi nahi skthe edit nahi hoga yaha se,-1
bht achy but khyal krna yaha wifi hacking allow nai ha,-1
bilkul sahi kaha ma sirf apko bta raha tha taka ap banned na ho,1
hosla afzai ka shukriya amir bhai,1
Wao yar i am searchng 4 thz thanx bro ur are most sweet person,1
Kia is se hm fb b hack,0
Sory Bhai net kharaab honay ki waja say aap ko late reply kar raha hun.yay lijeyay screen shorts agar koi galti ho to kindly bata day mujhay,-1
zabrdast app,1
zabrdast application,1
dear yahee sotwar kesy aur format may dey.es link se nahi howa.,-1
android ki zabardast app try kren...,1
aj main ap ke liye android ki ek buht umda app ly kar aya hun jo,1
wrong section ap ne andriod software zone me ise thred ko share karna tha.plz read rulz,0
bhut a cha nice share,1
retry karo bhai,0
shukria dosto,1
kia ye root ya kis version pe work kare gi,0
shukria bhai,1
es link m to facebook ka peg khol jata h??!?,0
all versions pe work krta h,0
subhan allah allah ap ko asy he kam krny ki tofeeq dy ammen,1
good bohat hi achay,1
aap sab ka bht bht shukriya,1
KHUSH RAHAIN,1
bht bht shukriya g Khush rahain hamesha,1
yeh ek meri tarf se......,0
thanks meherjaan g,1
Sirf dua kijiye ga.........Agr banda ne waqi apki help ki hy to .....,1
Hosla afzai ka shukriya dosto,1
Buht acha,1
zubrdast yar,1
waaaaaaa g wa,1
Alhamdulillah Ab balance recharge karein ye software har network k liye 1000% working hey.,1
sir me apna nam likh raha hn tOu alfazat k darmian gab aa raha hai abdullah na hai tou ? ? ? ? ? ? ? aa raha hai kuch mashwarah dyn,0
"aoa, meny pak urdu instaler install kia hy, computer resrart bhi hoa hy but task bar py langue bar nhi hy na exposed aur na hi hiden, alt+shift krny sy bhi micreosof world py eng urdu my convert nhi ho rhi, plz mjy btaye k my kia kron???",-1
bilal bhai allah ap ko jaza e khair de,1
mire pc me ye install nhi hu raha windows 7 hy run k bd aage install nahy hu raha,-1
zafar bhai pasand karne ka bhot bhot shukria,1
ek dam sooper shahid bhai,1
shukria shumila sister,1
pasand karne ka bhot bhot shukria,1
afridi bhai pasand karne ka bhot bhot shukria,1
mene instal kia hai lekin toolbar me icone show nahi ho raha,-1
acha ha agar jameel font main ho jai to zabardast ho ga,1
zabardast,1
baba ae urdu zinda bad,1
window 8 main ho jata hia ye,0
Baqwas 4on,-1
Itna mast mobile hai ke soch hai aap ki.,1
Us ka camera ki resolution aala hai.,1
Angry birds red plante k baad nhe chal rha,-1
yar itna ghatia set hy..is main msg k liye folder he nhe hy..na sent item na draft..ghatia hy wesay paisay zaia kiye hain,-1
yar noir a10 bohot acha mobile he jitna bhi es ka rate baray kam he,1
Boht shukriya !!!!,1
Yar fool kese yeh china ke voice changer ke trah tu work nahi karta,-1
6600 suport kry ga,0
yar is software ka link kaam nai ker raha muje ye software lazmi chahiye tha,-1
link check kero yar dead hay,-1
Shukria,1
Bohat Umda janab keep shairing inshallah Mobile Bhi AA jaye ga,1
AOA,1
Thank you Bohat Achha hay,1
download links expire ho gaye hain,-1
Kuchh Bhi Download Nahin Hota..Aisi Files Kiyun Rakhte Hain Yaar Jo Download Hi Na Ho,-1
bohot he zabardast sharing ki hai ap nay janab .,1
"Dosto, Men Ne N70 about 10 months use kes he. Us doraan men na apne mobile k leay jo softwares collect Keay, Wo Aaj Men Aap Se Share Kar Rha Hon. Umeed He K Ap ko Pasand Aen Ge.",1
boht hi zabardast,1
zabardast,1
mere pas b n70 hai.shukriya,1
waho bhot he umda share jnab,1
.file nahi mil rahi uus page per.,-1
yar bhai yeh to download nahi ho raha koi our link do plz,-1
yeh eror day raha hay,-1
umda share jnab,1
janab ye download nahi ho raha,-1
boht hi zabardast software hay.,1
agar kuch tariqay ki wazahat kar dete to or acha hota,1
yar plz is softare ko 4shared mein kar do,0
bht khob jnb thnx,1
Thank bahe jan,1
zabardast boht umda bahi,1
Thank bahe jan ap na pasand kia,1
bht hi achi sharing hai,1
nokia main maza nahi.,-1
Boht Acha Silsila Start Kia Hai,1
Or softwares kahan hai bhai mjhe to zyadater Jad or jar files chaiye q k mere pass Nokia 5130 Xm hai,0
thanks sir kia achi shearing ki ha,1
bhai Download nai ho rahi apki share ki huwi file  msg aa jata hai,-1
JazakAllah,1
zabardast,1
bohet khub,1
Allah aap ko is ki jaza day shukria,1
Pasand karnay ka shukriya,1
Tashakurr,1
"ji bro yeh s60v2,3,5 per bhi chalay gi",0
Shukriya Mubeen bhai,1
Tashakurrr pasand karnay ka liya,1
Oye smajh mujhay sari aa rahi hay to banda bn ja :D,0
Zbrdst...!,1
bohut achay Faraz,1
Aisi hi pyari pyari aur mufeed sharing karte raha karain...,1
thank you malik bhai and zarar bhai ke aap ne pasand kiya,1
ye len aap ke pocket pc ke liye foxit reader ka gift.,0
Check krta houn,0
kia bath hai zong ki,0
zabardast sharing ha,1
Pasand Karnay Ka Shukria,1
Zabardast Bohut Acha Software Hai,1
mobile me install karty hoye File Corrupted ka error aa raha hy,-1
Bhai Aap Konse Mobile Mai Install Krna Chahte Hain,0
Bohat Hi Umda Sharing hai,1
wow zabardast shahid bhai aaj kal naha dho k sms aur mbile sites k peeche lage howe hain :d Allah khair kare...,1
Jab aap ko bhi taash naheeN aati (bajaae taash khelna naheen aata ke) to taash koi khaas cheez bachi hi naheeN. :),-1
maiN ghalti se mere dost ka naam isma'eel likhta tha ... ab smile likha karoonga. :)),-1
"Insha-allah jald hi yeh mukammal karke aap logoN ki KHidmat meiN pesh karooNga. Raviratlami Sahab: aap ko qissa pasand aaya, mujhe baRi KHushi hui.",1
"Ye he farak hai aik Islamic country main aur non islamic country main. App kisi Islamic country main ramzan ke roze rakho, aap ko bohat different feel ho ga. Ramzan main Streets suhuh he sa Allah ke Noor se munawar ho jati hain. Iss waqat main apne aap k ""Lucky"" feel kar rahi hoon, ke main aik Islamic Country main rehti hoon,  jaha per ham Azan sunte hain, aur halal cheeze asani se khareed sakte hain.",1
achi baat ha jo urdu mi web site available ha,1
"login na warid ka shuru say kabhi stable howa, na ufone ka. Zong ka kafi behtar hay laiken telenor ka sab say best",1
"janab urdudaan, bahut arsa hua aap ne kutch likha nahin.hum muntazir hain. waise aap khairiyat se to hain? mere paas urdu font nahin hai",-1
Shukr hai aapne phir se blogging shuroo kar di varna baRii viiraanii ka ehsaas ho rahaa thaa...,1
Laa jawab. bas ab is sher ke bat to kuch kehne ke alfaz hi nahin. Maa Sha Allah,1
in ash'aar ki na to bahr mujhe maaloom hai na hi sinfe-suKhan ka kuchh ilm hai.,-1
darasl lebnaan par israa'eeli hamle ke baare meiN jab yeh kaha jaane laga keh hizbullah ki himaayat karne se shee'oon ko taqwiyat milegi aor iraan ka asaro-rusookh baRhega to mujhe afsos huwa.,-1
"islaam ka woh usool keh 'kisi arbi ko ajmi par aor kisi ajmi ko arbi par faoqiyat naheen, faoqiyat hai to aamaal se' yaad aaya.",-1
"jab is par sheAr likhne laga to aadhe qaol meiN hi do misre khatm hogae, isliye aik misraA mazeed joRna paRa, phir yeh tarteeb jaari rakkhi.",0
"haan, altaaf husain Haali ki 'musaddas' yaad zaroor aai thi :)",0
bainul aqwami biradari usko kahte hain jo maghribi hat-dharmi ka saath de. aur agar intekhabat mein Ahmadi nejad ko 100% vote milen to woh Jamhooriyat naheen ho sakti kyunkeh 100% mein 97% to musalman honge hi. aur yahan yeh mamlah hai keh lafz Kaafir= jhoota jo khe Arbi ka ek lafz hain maang ki jaati hai keh isko apni kitabon (aslan kitaab=Qur'an) se nikalo aur yahi woh log hain jo bainul aqwami biradari ka hissa hain bhale hi hindu mazhab mein zaat ka 5 wan tabqah naheen tha yeh 5 waan bhi banne tay-yaar hain,-1
Aadabb Urdudaan Saheb,0
"Chaliye maana ki humne thodi laparwahi barti aur is sher ki jo image ""Urdu ke Naam"" blog per istemal ki usmein ghaltian thiin.. aur ye bhi maana ki maen ab bhi Roman script use kar raha hun , ye comments post karne ke liye.. to kya Urdu ke liye mera pyaar kam ho jaega... aur shayd kahin hamari us choti magar ""na-qaabil-maafi"" ghalti ne aap ko ye khoobsoorat shuru'aat karne ki targheib di...",-1
kya is urdudaan ka ism-e-girami jaan sakta hun?,0
aapki farmaa-ish par seedhi kardi gaya hai. :),0
wowwwwww super offer me b hissa le skti hon kya,1
HUM SAAAA HO TU SAMNAY AAYE,0
"Walikum salam, buht khoob waqas bhai, buht acha silsila hay thanks dear bro",1
Bohot khob bohot he umda sisila hey umeed hey tmam membaran bar char kar hisa laingay,1
wah wah .... bhot hi zbrdast .. bhai balance poora mily ga na .. kuch katoti tou ni hogi na ...,1
tax tu laago hun gay na balance par...,0
phr tu lagta hai pehla inhaam aap ka hi hoga...,0
W.salam bohat acha contest shoro kiya hai waqas bahi umeed hai tamam members zaroor hesa lein ge,1
Aaaaan Aaaan Aaaaaan .. :(,0
Mai ne bhut say forum per ase contest win kie mujhe forums per posting karne ka janunnnnnn hy bhut say forums per mai mod etc ho jb koie rank milta hy bhut bhuttttttttttt khushi ohti hy mujhe,1
"hmmm aap ny tu ek din mein hi tabahi macha di hai... yeh tu aap dosron ka haq maar rehi hain,kia yeh khula tazaad nahi... soch raha hun posts ki tadaad 3000 aur threads 300 kar dun sirf aap k lye...",-1
apna promise yad rakhna plz,0
lol kah to ap theek rahe hy ap ko shayada believe na ho mai ne ek din mein 500 thread behi baneye hy 3000 ki try behi kar lo gi Or ha Mujhe bs rank caheye hota hy winner ka or kuch nahi,-1
Yaad hy samjh nahi a raha kia do cartoon ko chalo ab search karti ho kuch acha laga to thread bana gi otherwise no,-1
wo jo tum ko balance mily na wo muje dy dena plz,0
Oky brother Asa hi ho ga,0
muje send krna us ko nahi,-1
acha silsila hy brother. Umeed hy sab barh charh kar hissa laingy. Or haan aik baat 50 rupy ka belance nahi q k pher member ko number show karna hoga Jo allowed nahi hy. Isliye second ko b 100 rupy ka he belance mely ga.,1
chalein phr zara aur bhi thread banaein hum bhi dekhein kaisy banati hain aap...,0
woh tu theek hai lekin us tarah contest ka maza nahi rahy ga,0
baye lekn ye post aur theread agr ek section my post ke jaye to kesa hoga ya alg alg section my post hona zrore hy.,0
lol challenge mat karo mujhe,-1
kia matlab?,0
aap har section mein post karein tu zyada acha ho ga,1
challenge tu nahi karta lekin humein bhi tu pata chaly na aap kia karti ho...,-1
chalo 1st ko 200 2nd ko 100.,0
oky thread banao gi jb contest kahtam ho jae ga wrana ap sb samjho ge ye sb mai ne balance get karene ke ly kia mujhe koie interested nah hy balance mein ok,-1
ok jee hum kon hoty hain aisa samjhny waly...chalein bahd mein kar dena...,0
3 members ko rank dya jayega...contest k bahd polling hogi jin members k vote zyada huye un 3 members ko rank dya jayega...,0
ab to min hissa nhe lay sakti late ho gayi na,-1
Bilkul sahi kaha,1
"Contest ka time pora ho chuka hai...islye thread close kiya ja raha hai , jald winners ka ehlaan kia jayega...",0
pata ni,-1
Oye mere jholay se sb ko ahir kya taklef he na me rahongi or na hy ye SHAHI JHOLA jholay ga,-1
bhai ji mene bhi aik jwab pesh kia hai us k bary mae bhi arz kr din,0
jawab galat hy aap ka,-1
na ji na asa na karay bs jholay sy nichay a jayay,-1
Qk wo ek jurhwan hein:-P,0
Ok phir ab aap is ka sahi jwab btao ... kyo k abhi tak koi jawab nahi dy ska hai,0
ek hi din ek hi date our ek hi sal my howay mager mouth aalag aalag hy sajjid 1 jan monday 1990 ko howa wajid 1 dec monday 1990 ko howa simple yah hy sahi jawab ager kis ko atraz ho tu batayay,0
Aap ka jawab is liyay sahi nahi mantay ky my ny mouth ka bola hi nahi our na hi koyi zikar kiya hy phir triplate kasay ho sakhtay hy bohat si dafa asa hota hy ky ek hi tariq ko ek hi din hota hy bat samaj my a gayi ho gi aap ky,-1
bohat dafa jan our oct ki date same hy dekh sakhtay hy aap,0
"pehly aap december ki bat kr rahy thy ... ab october pr agye ho wo bhi sirf month ka nam diya hai .. date k sath mention nahi kia , jesy apny pehly reply mae kia tha hamare sense ka imtihan ly rahe hien aap , apna sense kesa show kr rahe hein",-1
lagta hy aap ko apnay jaeab ky galat honay ka bohat dukh hy aap 1985 ka calander dekh ly google py search karay mil jayay ga,-1
bhai ap pora date month our years ka dalel diya karay tab he jawab sahe mana jata hain,1
aray ab etne b bewaqof ni hein hum dono barabr honge,-1
taliyan,0
bilkul g bilkul taliyan...,0
my ny darakhy ka pocha hy jugnu ka nahi,-1
is ka jwab muje nahi pata ...,-1
btao !,0
1 hi lg raha he,0
1 hi hai bhai.....,0
5 kese????????????//,0
yar pehly to ap yeah btao k law konsi universty mein sy ki thi...,0
Sochty hein bhai,0
Hmmmm,0
haan team members b hissa ly sakty hain. aik baat bhool gaya tha k tamam threads post karny k baad threads links esi thread may de dain.,0
W.salam boht acha contest shoro kar waya hai abeer bahi umeed hai tamam members zaroor hesa lein ge,1
"Walikum salam, buht hi acha contest hay, thanks bro inform karnay ka buht buht sokreya. Khush raho ameen",1
"Designing ki zarorat nahi, lekin agar koi attachment waghera add karna ho, jaisy k screenshorts etc tu pher us per forum ka logo lagana laazmi hy.",-1
bhai sab ye kesi muqabla hai... mujhay kya karna hoga is poetry ka?,0
Bhai ye link kaisy post krnay hain is thread main. ?,0
brother aap forum par jo thread banaty jayein unka link copy kar k yahan is thread mein paste karty jayein ta k humein pata chaly k aap ny kon kon sy threads banaye hain...,0
competition ko Ache say soch kar start kia hy na ap ne.. Ye na Ho Previous competition ki tarha,1
Mai try karo gi,0
han jee khoob soch samjh kar yeh competition start kia gya hai pehly wala tu asaan tha maza tu abh aye ga...,1
Ye lein bahi,0
it section mein...,0
Mera pehla thread hazir hai,0
Mera dosra thread bhi hazir hai,0
Mera 3rd Thread bhi hazir hai,0
Mera 4th thread bhi hazir hai,0
Theek abeer bahi hum kosish karein ge k share karein,1
hoo competition acha ja raha hy,1
"Contest kal khatam howa lekin kal sy mery pass net kaam nahi kar raha, abhi net cafe sy online hon. Mujhy bahot afsoos k sath kehna parh raha hy k mujhy behad mayosi howi... 3 members ny contest may hissa liya magar kaam... Shahzada Ahtasham ek games site k games k link dety rahy jo theek hy magar wo games nahi games ka aik chotta sa downloader hota tha usi per wo game download karna parhta tha magar jo jo link diye wo saary downloader k he thy game ki baari baad may he aani thi wo is qism k saary thread Rb kar diye gaye... Umer Amer k aksar threads may kis 2sry ka blog link diya gaya tha magar khair link sahih kaam kar rahy thy esliye rehny diye gaye.  k aksar diye gaye link kaam nahi kar rahy thy wo rb kar diye gaye. Hisab kitab or saaf safai K baad",-1
Ary bhai 20 rupy wala kya hisab hai,0
hahahaha Yeah bhi theek ha,1
yar mae is bar theek jwab ni dena cha raha .. wrna sb khin gy banaiz hi bta deta hai,1
"sir g math nhi ""TUKA""",-1
Wo kaisy,0
Or wo kaisy,0
tumhara math class ka hai,0
2000 ka,0
mera math?,0
Ye BAniaz KHAN say poch lo coz un ka math zero jo hy,0
is mein math ka to koi kam hi nhi hai,-1
itni asan baat apko pata nahi . Khod pata kar k batao,0
asan hai tu bta do. Mujhy tu pta hai..,1
aakhir apko hy batana para,0
wo tareeqa bhi btayen mera maths bs acha ni he,-1
ok.ans 11 he hai. ap ka inam ho gya. but oodhaaaaaaaaaaaaaaaar.... ye Question aur tareekay sy bhe solve ho sakta hai.,0
Inam me kya melega,0
bhai ji toka mara hai,-1
boht muskil question hai,-1
qqqqqqq g shok laga,0
wo may thi,0
samjdari ka satyanas jo kr diya ap ny,0
ham kesy man lien janab,0
samajdari se,1
Muje bhi yehi lagta hai k captain hoye ga,0
yani k ap chati hein hamari samjdari ka bhi satyanas hojye,0
mae soch raha hoon Mohammad Sajjad sab abhi tak is thread mae kyo nahi aye...,-1
ab ap ko kiya hogya hai,0
kuch nahi ji kuch nahi hoya,-1
yar ap jesy intelligent bandy ny bi abi tak kam ka reply nahi kiya,0
ohhhhhhhhhh acha,1
bahi mera yeh ans hai sailor,0
wo kesy bhala,0
Dosto Miss Fary ny ye muqabla jeet liya hai .. umeed hai ab ap logo ki samj mae bhi agya hoga...,1
wo chuttiyo pr hai,0
Chhotiun pr . . . Wo bhe inam. .,1
mera enam kidhar he ????????????????,1
Ho gya ap ka enam?,1
mae ye swal hal nai kr ska tha ...,-1
bro thora mushkil soch ke batata hon,-1
ab tou tum khud iqrar kr chuki ho ....,1
ji bhai kabhi kabhi aesa bhi hota hai ..,0
ab tou tum khud iqrar kr chuki ho ....,1
tum meri dushman kyo bani rehti ho ..,-1
hmmmmmmmmmmmmmm acha sawal,1
jwab bhi dy do,0
Google uncle sy poch kar bata dunga....,0
Mein bhi soch kar batata hon,0
ap sb kafi nalaiq ho ye tu mujhe andaza ho gaya,-1
May bata dun?,0
Prize milayga?,1
"Prize milay tho may 5, 6 b bata sakta hun",1
en sahib ko prize de dein phir,1
Ustaani sahiba àap ny b tu kahin sy deikh kar pocha hai na..,0
Lo jee mery bhai ny theek theek jawaab dy dya hai abh inko koi inaam b milna chaeye...:,1
admin tu ap hein enam de dein lekn jetna b dena he wo eazypaisa pe bhej dein qk ap card number denge or en ka mobil usage hatam,1
Madam fary gul prize do na plz,1
Agar mery bass mein hota tu mein abbas bhai ko zaroor prize deta lekin dena aap ny hai...,1
acha tu me pm me telnr cards send krty hon ap unhe send kr deina,0
Nahi card usny kya karna hai...,-1
tu phir duayen,1
Dua hi sab sa barra inaam hai bass dua sachy sy sy honi chaheye...,1
bhot khoobsoorat bat ki bhai,1
Wah bhai bht umda contest shuro karwaya he ap nay agar is me kuch points ka inaam dal daitay to aur bi ziada maza ata aur ye thread close kab ho ga aur result kb show ho ga,1
Brother likha howa ha 15march tak,0
par bhe tak rank holder ke ilawa kise ne hisa keun nhe liya,-1
Agar kuch members aik jesay jawab dain to phir winner kon ho ga aur ap inaam itfpk vinner rank ka rakh lain,1
Lekin Ap ne competition thread mein show karna ta na... ke Ek hi event share kare ap ne kaha ap ki marzi,0
asalam alikum mera 2nd wala rakh ly,1
mera b 2nd waala rakh lain.,0
Hr muqable me mera nam 1st hota he lekn pata ni vote saray ek bnday ko mil jatay hen s dafa me har gye na tu phr ye mera last post smjh len :-,-1
"ye tu tum jazbati hamla kar rahi ho, taaky saary vote tum ko mely...",-1
"chalo s bar b ham reh gaye, waisay may ata tho dosray bacharo ko rank kaisay milta winner ka, s leye maira na ana hi brhtar hay",0
ab aap bata bhi dein,0
vote ho gy??? phr tu main gai,0
Mera Event 2 Ssahmel kar ley,0
Siso Me Ap ko vote Do gi Or Ap mujhe Vote kar deyna Phir Hum Dono Win Kar jae ga,1
nahi is event ki voting nahi hogi .. ham ye bat pehly hi bata chuky hein ... aik pannel k zarya administration Winner ka intikhab kry gi ..,-1
hahahaha theeek hai,1
ok g,0
mje phr b koi vote ni melega pata he mje :(,-1
acha g :-) wo ap b tu admin hen na ;-) kanwaray reh jawogay agr ............nur kho poya ye kana,1
"aapi ap ny keh diya ha to ab is ka matlab k mein jeet gya... Wesy aapi such pocho to mujhe ap ki story parh k bra maza aya.. wo barish wo toothpaste wo shaving cream,.. Waqai boht mazydar thi.",1
oho ab aisa tu mat kahain. Jo inam b mely agar aap ny nahi jeeta tu main aapko apni taraf sy de donga.,-1
suchy :-) ab ap na b de tu mere lye apky ye baat b kafi he:-) thanx khush rahen.,1
ab aap ny dhamki he aisi de k kuch na kuch tu soochna tha.,-1
muje rank chahye :-),0
lekin aap tu pehly sy he rank holder hain or Khaasa barha rank hy Aap k pass.,1
acha g tek he bs nothng 2 say :udassi:,0
Uff ye sad wala smily show q ni horaha :-(,-1
yahan kia chal ra hai,0
kuch nhi udasii,-1
aapi hum aapki udaasi bardasht nahi kar sakty. Aap khul kar kaho Jan b haazir hy(salman ki jan),-1
yahi k nateeja abhi tak nahi aaya?,-1
udasiyon ky aandhiyan chal rahy hen :-(,-1
q ap ne winnr ka elan krna he :-),1
"na g na! Unhain shoot karny ki zaroorat nahi, bas aapka ek nazr e karam ek muskurahat he kaafi hy.",0
matlab abhi tak...? yaar bas ab elan kar he do. jaisy b ho.,0
Hmm... Baray Muqablay ho rahay hain!!!!,0
janab aap bhi tou muqably krwaty rehty hien na,0
bs Abeer bhai kiya kroon mere hath mae nahi hai na...,-1
means ye k .. winner mene chooose ni krna hai .. judges ka pannel choose kry ga... ab bs ussi ka wait hai :(,-1
mera fesla FARY GUL k haq me he g,1
or yeah FARY GUL ka faisla kis k haq mein hai,1
Thread close kia ja raha hai,0
"baniaz bhai bahot acha muqabila shoro kiya hy. Magar mujhy aik baat ki samajh nahi I, k faisla kis bunyad per hoga acha likhny ki bunyad per ya acha waqia hony ki bunyad per?",1
g bilkul baniaz bhai mein abeer bhai sy agree krta hoon... Or waisy boht acha mubabla shuru krwaya hai... Bara maza any wala hai...,1
boht acha mubabla shuru krwaya hai... inshallah hum bhi zaroor hesa lein ge baniaz bhai mein bhi abeer bhai sy agree krta hoon...,1
mere apne mazahiya waqeyat boht saray hein ab soch rhi hon k konsa share kron,1
muj to yaad nhi a rha,-1
koi bhi acha sa share kr do,1
aram sy yad kr lo abhi tu time hai,1
"walikum salam , ok g inshaALALH",1
mein app se agry krti hon aur wo bechara kya kre jis k saath koi dilchasp waqa b paish na aya ho aur dosra wo acha lakhari b na ho tu wo kya kry,-1
mje tu pata he me winner ni hongi or muqabla b barhe barhe logon k7 he s lye me bs younhi ek funny event share krongi wese ab mje select krna boht mushkl lg raha k konsa share kron ahir sb k sb funny hein or boht saray he,-1
mjse pehle koi or share kre na,0
ap himat kren na,1
chlein ab jldi se koi waqa share kre phr hum b himat krte hain soch tu chuki hon lkn phl koi aur kre,1
Ary wo waaly share mat karain. Ab tu aap theek ho gaye hain.,0
